商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,"其他牛,改良种用除外",121,中国澳门,106890,千克,150,头,3242569
1039200,"其他猪,重量≥50k...",121,中国澳门,940940,千克,9352,头,18076319
1061990,"未列名哺乳动物,改良...",103,孟加拉国,95,千克,2,只,2573
1062020,食用爬行动物,121,中国澳门,1363,千克,1363,只,57587
1069090,"其他活动物,改良种用...",121,中国澳门,7800,千克,39000,只,32058
2023000,冻去骨牛肉,128,巴勒斯坦,8156,千克,0,—,762452
2031900,其他鲜或冷的猪肉,121,中国澳门,65469,千克,0,—,1912378
2032900,其他冻猪肉,105,文莱,26500,千克,0,—,553270
2032900,其他冻猪肉,121,中国澳门,164276,千克,0,—,5589804
2044300,冻去骨绵羊肉,115,以色列,3000,千克,0,—,151168
2044300,冻去骨绵羊肉,121,中国澳门,3200,千克,0,—,249979
2044300,冻去骨绵羊肉,130,卡塔尔,7000,千克,0,—,391800
2045000,山羊肉,121,中国澳门,14569,千克,0,—,682846
2062900,其他冻牛杂碎,128,巴勒斯坦,3675,千克,0,—,103982
2071100,"整只鸡,鲜或冷的",121,中国澳门,763788,千克,0,—,17286809
2071200,"整只鸡,冻的",121,中国澳门,52925,千克,0,—,1199489
2071311,鲜或冷的带骨鸡块,121,中国澳门,1511,千克,0,—,37274
2071329,鲜或冷的其他鸡杂碎,121,中国澳门,4572,千克,0,—,98969
2071411,带骨的冻鸡块,101,阿富汗,26520,千克,0,—,275376
2071411,带骨的冻鸡块,105,文莱,27000,千克,0,—,290473
2071419,其他冻鸡块,101,阿富汗,242600,千克,0,—,2860920
2071419,其他冻鸡块,105,文莱,135000,千克,0,—,1160282
2071419,其他冻鸡块,107,柬埔寨,19200,千克,0,—,202955
2071419,其他冻鸡块,114,伊拉克,81000,千克,0,—,920128
2071419,其他冻鸡块,216,赤道几内亚,12000,千克,0,—,138739
2071419,其他冻鸡块,248,多哥,27004,千克,0,—,311845
2071419,其他冻鸡块,449,博纳尔，圣俄斯塔休斯和萨巴,27000,千克,0,—,371406
2071429,其他冻鸡杂碎,101,阿富汗,53040,千克,0,—,234720
2074100,鲜或冷的整只鸭,121,中国澳门,166631,千克,0,—,2797737
2074200,整只冻鸭,106,缅甸,25988,千克,0,—,189712
2074200,整只冻鸭,121,中国澳门,28215,千克,0,—,484782
2074400,鲜或冷的鸭块及杂碎,121,中国澳门,794,千克,0,—,16322
2074500,冻的鸭块及杂碎,121,中国澳门,400,千克,0,—,8552
2075100,鲜或冷的整只鹅,121,中国澳门,46462,千克,0,—,1484968
2075200,整只冻鹅,121,中国澳门,5161,千克,0,—,180635
2075500,冻的鹅块及杂碎,121,中国澳门,400,千克,0,—,8552
2081020,"冻兔肉,不包括兔头",352,捷克,52000,千克,0,—,1525591
2089010,鲜、冷、冻的乳鸽肉及...,121,中国澳门,52646,千克,0,—,1638262
2101200,干、熏、盐腌或盐渍猪...,121,中国澳门,3750,千克,0,—,112500
2109900,其他干、熏、盐腌或盐...,121,中国澳门,2060,千克,0,—,58595
3011100,淡水观赏鱼,114,伊拉克,52,千克,0,—,6691
3011100,淡水观赏鱼,311,葡萄牙,66,千克,0,—,11317
3011100,淡水观赏鱼,331,瑞士,40,千克,0,—,4465
3019390,"其他活鲤科鱼, 鱼苗...",121,中国澳门,202669,千克,0,—,4701237
3019991,活罗非鱼,121,中国澳门,13967,千克,0,—,207164
3019993,其他活鲤科鱼,121,中国澳门,159559,千克,0,—,3718479
3019999,其他活鱼,121,中国澳门,153027,千克,0,—,2286545
3027300,鲜或冷的鲤科鱼,121,中国澳门,3132,千克,0,—,29021
3028920,鲜或冷的黄鱼,121,中国澳门,2325,千克,0,—,176644
3028990,其他鲜或冷的鱼,121,中国澳门,190645,千克,0,—,2314659
3032300,冻罗非鱼,115,以色列,16800,千克,0,—,180781
3032300,冻罗非鱼,229,马里,103000,千克,0,—,1660451
3032300,冻罗非鱼,238,卢旺达,101600,千克,0,—,1019942
3032300,冻罗非鱼,247,坦桑尼亚,72100,千克,0,—,818857
3032300,冻罗非鱼,251,布基纳法索,171120,千克,0,—,3412176
3032300,冻罗非鱼,253,赞比亚,349300,千克,0,—,4216625
3032300,冻罗非鱼,311,葡萄牙,17152,千克,0,—,197943
3032300,冻罗非鱼,330,瑞典,17160,千克,0,—,172225
3032300,冻罗非鱼,418,多米尼加,36372,千克,0,—,510813
3034100,冻长鳍金枪鱼,603,斐济,27117,千克,0,—,504430
3034300,冻鲣鱼或狐鲣,611,巴布亚新几内亚,12000,千克,0,—,185285
3035100,冻鲱鱼,236,尼日利亚,3316460,千克,0,—,11629979
3035300,冻的沙丁鱼、小沙丁鱼...,603,斐济,1065800,千克,0,—,11083449
3035300,冻的沙丁鱼、小沙丁鱼...,611,巴布亚新几内亚,54000,千克,0,—,649655
3035300,冻的沙丁鱼、小沙丁鱼...,613,所罗门群岛,459000,千克,0,—,4912363
3035300,冻的沙丁鱼、小沙丁鱼...,620,密克罗尼西亚联邦,459000,千克,0,—,4933213
3035400,冻鲭鱼,131,沙特阿拉伯,52000,千克,0,—,245200
3035400,冻鲭鱼,134,斯里兰卡,55000,千克,0,—,811687
3035400,冻鲭鱼,215,埃及,91020,千克,0,—,995481
3035400,冻鲭鱼,236,尼日利亚,2052865,千克,0,—,11364494
3035400,冻鲭鱼,238,卢旺达,132845,千克,0,—,1835713
3035400,冻鲭鱼,247,坦桑尼亚,526303,千克,0,—,5231428
3035400,冻鲭鱼,347,乌克兰,340200,千克,0,—,3528063
3035400,冻鲭鱼,611,巴布亚新几内亚,532960,千克,0,—,3246053
3035700,冻剑鱼,311,葡萄牙,51000,千克,0,—,1488344
3035900,冻的鳀鱼、印度鲭、马...,134,斯里兰卡,27000,千克,0,—,1526670
3035900,冻的鳀鱼、印度鲭、马...,603,斐济,58190,千克,0,—,676352
3035900,冻的鳀鱼、印度鲭、马...,611,巴布亚新几内亚,13600,千克,0,—,192490
3036600,冻狗鳕鱼,432,巴拿马,9600,千克,0,—,123523
3038910,冻带鱼,609,新西兰,2830,千克,0,—,112647
3038990,未列名冻鱼,105,文莱,19303,千克,0,—,399295
3038990,未列名冻鱼,114,伊拉克,24300,千克,0,—,818470
3038990,未列名冻鱼,115,以色列,13930,千克,0,—,699277
3038990,未列名冻鱼,117,约旦,12000,千克,0,—,270207
3038990,未列名冻鱼,229,马里,24510,千克,0,—,780541
3038990,未列名冻鱼,247,坦桑尼亚,54000,千克,0,—,1111709
3038990,未列名冻鱼,311,葡萄牙,212046,千克,0,—,3944286
3038990,未列名冻鱼,418,多米尼加,76275,千克,0,—,1265217
3038990,未列名冻鱼,603,斐济,38000,千克,0,—,705915
3043900,鲜或冷的鲤科鱼、鳗鱼...,121,中国澳门,18968,千克,0,—,413070
3045100,鲜或冷的罗非鱼、鲶鱼...,121,中国澳门,32640,千克,0,—,970753
3046100,冻罗非鱼鱼片,115,以色列,880640,千克,0,—,14737689
3046100,冻罗非鱼鱼片,302,丹麦,41003,千克,0,—,1109858
3046100,冻罗非鱼鱼片,311,葡萄牙,22000,千克,0,—,377759
3046100,冻罗非鱼鱼片,347,乌克兰,28725,千克,0,—,1379743
3046100,冻罗非鱼鱼片,413,哥伦比亚,18000,千克,0,—,358989
3046100,冻罗非鱼鱼片,416,古巴,20160,千克,0,—,391692
3046100,冻罗非鱼鱼片,426,洪都拉斯,21777,千克,0,—,634581
