商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,"其他牛,改良种用除外",110,中国香港,811249,千克,1293,头,31312482
1039200,"其他猪,重量≥50k...",110,中国香港,7495885,千克,66037,头,324706747
1042090,"其他山羊,改良种用除...",110,中国香港,3300,千克,110,头,212058
1051190,"其他鸡,改良种用除外...",110,中国香港,13800,千克,288800,只,983895
1061490,"其他家兔及野兔,改良...",122,马来西亚,22,千克,10,只,18938
1061490,"其他家兔及野兔,改良...",133,韩国,864,千克,363,只,237418
1061910,其他改良种用哺乳动物,133,韩国,140,千克,14,只,69728
1061990,"未列名哺乳动物,改良...",111,印度,0,千克,13,只,2698
1061990,"未列名哺乳动物,改良...",116,日本,223,千克,227,只,255521
1061990,"未列名哺乳动物,改良...",122,马来西亚,180,千克,146,只,66332
1061990,"未列名哺乳动物,改良...",132,新加坡,22,千克,55,只,25543
1061990,"未列名哺乳动物,改良...",133,韩国,3823,千克,13911,只,2488126
1061990,"未列名哺乳动物,改良...",136,泰国,1361,千克,257,只,177762
1061990,"未列名哺乳动物,改良...",304,德国,0,千克,14,只,2905
1061990,"未列名哺乳动物,改良...",502,美国,903,千克,1505,只,594780
1062020,食用爬行动物,110,中国香港,7110,千克,8431,只,709403
1062020,食用爬行动物,116,日本,4000,千克,4150,只,609075
1062020,食用爬行动物,133,韩国,1000,千克,1050,只,159086
1062020,食用爬行动物,141,越南,31500,千克,20760,只,1606768
1062090,未列名爬行动物,112,印度尼西亚,1527,千克,130800,只,195748
1062090,未列名爬行动物,132,新加坡,488,千克,59260,只,131614
1062090,未列名爬行动物,133,韩国,110,千克,160,只,2213
1062090,未列名爬行动物,143,中国台湾,57,千克,8540,只,47369
1062090,未列名爬行动物,344,俄罗斯,288,千克,28800,只,59762
1064910,改良种用昆虫,502,美国,1,千克,1000,只,208
1064990,"其他昆虫,改良种用除...",110,中国香港,1200,千克,1620000,只,17687
2023000,冻去骨牛肉,110,中国香港,2996,千克,0,—,261383
2031200,鲜或冷的带骨猪前腿、...,110,中国香港,17122,千克,0,—,1299920
2031900,其他鲜或冷的猪肉,110,中国香港,48338,千克,0,—,3538173
2032190,其他冻整头及半头猪肉,110,中国香港,96600,千克,0,—,4034075
2032900,其他冻猪肉,110,中国香港,486750,千克,0,—,28587768
2044200,冻带骨绵羊肉,110,中国香港,67429,千克,0,—,4776336
2044200,冻带骨绵羊肉,601,澳大利亚,24998,千克,0,—,530953
2044300,冻去骨绵羊肉,110,中国香港,13425,千克,0,—,871114
2045000,山羊肉,110,中国香港,16000,千克,0,—,1142400
2050000,鲜、冷、冻的马、驴、...,116,日本,15797,千克,0,—,1521381
2062900,其他冻牛杂碎,110,中国香港,7000,千克,0,—,34531
2069000,其他冻杂碎（牛、猪杂...,116,日本,2942,千克,0,—,275096
2071100,"整只鸡,鲜或冷的",110,中国香港,5305515,千克,0,—,127333185
2071200,"整只鸡,冻的",110,中国香港,245869,千克,0,—,4894824
2071311,鲜或冷的带骨鸡块,110,中国香港,85653,千克,0,—,2358914
2071329,鲜或冷的其他鸡杂碎,110,中国香港,9740,千克,0,—,209878
2071411,带骨的冻鸡块,110,中国香港,1216097,千克,0,—,17390012
2071419,其他冻鸡块,102,巴林,135000,千克,0,—,1270293
2071419,其他冻鸡块,110,中国香港,2626501,千克,0,—,33097798
2071419,其他冻鸡块,122,马来西亚,1456168,千克,0,—,25182785
2071419,其他冻鸡块,337,格鲁吉亚(2023年起停用),215000,千克,0,—,2224029
2071421,冻鸡翼（不包括翼尖）,110,中国香港,170902,千克,0,—,6233648
2071421,冻鸡翼（不包括翼尖）,122,马来西亚,54000,千克,0,—,1043888
2071429,其他冻鸡杂碎,110,中国香港,12578,千克,0,—,682262
2074100,鲜或冷的整只鸭,110,中国香港,1542140,千克,0,—,25595740
2074200,整只冻鸭,102,巴林,41606,千克,0,—,414997
2074200,整只冻鸭,110,中国香港,291718,千克,0,—,4628457
2074400,鲜或冷的鸭块及杂碎,110,中国香港,13700,千克,0,—,219168
2074500,冻的鸭块及杂碎,102,巴林,21550,千克,0,—,231414
2074500,冻的鸭块及杂碎,110,中国香港,30990,千克,0,—,406771
2074500,冻的鸭块及杂碎,344,俄罗斯,22974,千克,0,—,212095
2075100,鲜或冷的整只鹅,110,中国香港,907786,千克,0,—,30329456
2075400,鲜或冷的鹅块及杂碎,110,中国香港,6161,千克,0,—,118249
2081020,"冻兔肉,不包括兔头",304,德国,143000,千克,0,—,4892346
2081020,"冻兔肉,不包括兔头",344,俄罗斯,25000,千克,0,—,661937
2081020,"冻兔肉,不包括兔头",502,美国,155098,千克,0,—,3715650
2089010,鲜、冷、冻的乳鸽肉及...,110,中国香港,193822,千克,0,—,7130570
2089090,其他鲜、冷、冻的肉及...,110,中国香港,18000,千克,0,—,1239799
2101110,干、熏、盐腌或盐渍带...,110,中国香港,1160,千克,0,—,112384
2101200,干、熏、盐腌或盐渍猪...,110,中国香港,1716,千克,0,—,96708
2101900,其他干、熏、盐腌或盐...,110,中国香港,4359,千克,0,—,306377
2102000,干、熏、盐腌或盐渍牛...,601,澳大利亚,8,千克,0,—,1112
2109900,其他干、熏、盐腌或盐...,110,中国香港,49976,千克,0,—,1214685
2109900,其他干、熏、盐腌或盐...,141,越南,500,千克,0,—,155628
3011100,淡水观赏鱼,110,中国香港,13531,千克,0,—,243558
3011100,淡水观赏鱼,112,印度尼西亚,1116,千克,0,—,107233
3011100,淡水观赏鱼,116,日本,1177,千克,0,—,129284
3011100,淡水观赏鱼,122,马来西亚,3223,千克,0,—,281775
3011100,淡水观赏鱼,125,尼泊尔,172,千克,0,—,36092
3011100,淡水观赏鱼,132,新加坡,2821,千克,0,—,864318
3011100,淡水观赏鱼,133,韩国,291,千克,0,—,25957
3011100,淡水观赏鱼,136,泰国,432,千克,0,—,35278
3011100,淡水观赏鱼,143,中国台湾,1146,千克,0,—,101902
3011100,淡水观赏鱼,304,德国,750,千克,0,—,41502
3011100,淡水观赏鱼,344,俄罗斯,60,千克,0,—,4821
3011100,淡水观赏鱼,502,美国,2463,千克,0,—,517273
3011100,淡水观赏鱼,601,澳大利亚,233,千克,0,—,48293
3019190,"其他活鳟鱼,鱼苗除外",141,越南,7500,千克,0,—,285000
3019290,"其他活鳗鱼,鱼苗除外",110,中国香港,109636,千克,0,—,14491690
3019290,"其他活鳗鱼,鱼苗除外",116,日本,373070,千克,0,—,49696866
3019290,"其他活鳗鱼,鱼苗除外",132,新加坡,1380,千克,0,—,186117
3019290,"其他活鳗鱼,鱼苗除外",133,韩国,233710,千克,0,—,23743744
3019290,"其他活鳗鱼,鱼苗除外",141,越南,95298,千克,0,—,11521470
