商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1051110,"改良种用鸡,改良种用...",124,蒙古,508,千克,14500,只,58000
1061190,"其他灵长目动物,改良...",305,法国,1022,千克,120,只,1792791
1061990,"未列名哺乳动物,改良...",129,菲律宾,49,千克,5,只,3283
1061990,"未列名哺乳动物,改良...",501,加拿大,0,千克,15,只,197
1062090,未列名爬行动物,138,阿联酋,250,千克,23000,只,22016
1062090,未列名爬行动物,307,意大利,46,千克,8400,只,123016
1069011,改良种用蛙苗,138,阿联酋,3,千克,200,只,657
2032900,其他冻猪肉,124,蒙古,54000,千克,0,—,1009119
2044300,冻去骨绵羊肉,138,阿联酋,19500,千克,0,—,1165314
2071411,带骨的冻鸡块,124,蒙古,780595,千克,0,—,8025828
2071419,其他冻鸡块,124,蒙古,320516,千克,0,—,3706150
2071419,其他冻鸡块,138,阿联酋,52800,千克,0,—,579551
2071421,冻鸡翼（不包括翼尖）,124,蒙古,2000,千克,0,—,53981
2081020,"冻兔肉,不包括兔头",301,比利时,118380,千克,0,—,4406314
2081020,"冻兔肉,不包括兔头",305,法国,25000,千克,0,—,617595
2081020,"冻兔肉,不包括兔头",309,荷兰,24000,千克,0,—,1272159
2091000,未炼制或用其他方法提...,124,蒙古,28000,千克,0,—,195000
2101900,其他干、熏、盐腌或盐...,252,刚果民主共和国,48,千克,0,—,7052
3011100,淡水观赏鱼,129,菲律宾,110,千克,0,—,9491
3011100,淡水观赏鱼,138,阿联酋,78,千克,0,—,8915
3011100,淡水观赏鱼,244,南非,236,千克,0,—,74034
3011100,淡水观赏鱼,305,法国,134,千克,0,—,16279
3011100,淡水观赏鱼,307,意大利,168,千克,0,—,39955
3011100,淡水观赏鱼,309,荷兰,846,千克,0,—,104693
3011100,淡水观赏鱼,312,西班牙,268,千克,0,—,47821
3011100,淡水观赏鱼,327,波兰,243,千克,0,—,23333
3011100,淡水观赏鱼,501,加拿大,301,千克,0,—,45802
3011900,其他观赏鱼,244,南非,12,千克,0,—,3700
3028990,其他鲜或冷的鱼,501,加拿大,320,千克,0,—,25079
3032300,冻罗非鱼,118,科威特,21328,千克,0,—,381438
3032300,冻罗非鱼,138,阿联酋,25160,千克,0,—,239577
3032300,冻罗非鱼,203,贝宁,171985,千克,0,—,2832828
3032300,冻罗非鱼,209,中非,16800,千克,0,—,200793
3032300,冻罗非鱼,220,加纳,624000,千克,0,—,5269595
3032300,冻罗非鱼,224,肯尼亚,763160,千克,0,—,11059668
3032300,冻罗非鱼,235,尼日尔,46810,千克,0,—,900906
3032300,冻罗非鱼,244,南非,259450,千克,0,—,2846209
3032300,冻罗非鱼,252,刚果民主共和国,25000,千克,0,—,320141
3032300,冻罗非鱼,301,比利时,116760,千克,0,—,1319106
3032300,冻罗非鱼,305,法国,185784,千克,0,—,2077265
3032300,冻罗非鱼,309,荷兰,144208,千克,0,—,1433387
3032300,冻罗非鱼,312,西班牙,2000,千克,0,—,18405
3032300,冻罗非鱼,429,墨西哥,283651,千克,0,—,3103272
3032300,冻罗非鱼,501,加拿大,89405,千克,0,—,1097634
3032400,冻鲶鱼,213,刚果共和国,72960,千克,0,—,1655032
3032400,冻鲶鱼,244,南非,20000,千克,0,—,277127
3032400,冻鲶鱼,252,刚果民主共和国,101000,千克,0,—,1545959
3032600,冻鳗鱼,327,波兰,47600,千克,0,—,3229322
3033900,其他冻比目鱼,109,朝鲜,79860,千克,0,—,706978
3033900,其他冻比目鱼,312,西班牙,16407,千克,0,—,267438
3034100,冻长鳍金枪鱼,312,西班牙,223557,千克,0,—,5187517
3034200,冻黄鳍金枪鱼,301,比利时,22442,千克,0,—,858767
3034200,冻黄鳍金枪鱼,312,西班牙,1193857,千克,0,—,17787764
3034200,冻黄鳍金枪鱼,415,哥斯达黎加,300000,千克,0,—,4507582
3034300,冻鲣鱼或狐鲣,129,菲律宾,1276483,千克,0,—,21373383
3034300,冻鲣鱼或狐鲣,220,加纳,10340,千克,0,—,118151
3034300,冻鲣鱼或狐鲣,312,西班牙,50000,千克,0,—,601011
3034900,其他冻金枪鱼,129,菲律宾,15500,千克,0,—,160399
3035100,冻鲱鱼,109,朝鲜,785860,千克,0,—,2921971
3035100,冻鲱鱼,129,菲律宾,26000,千克,0,—,93908
3035100,冻鲱鱼,220,加纳,910800,千克,0,—,3289673
3035100,冻鲱鱼,309,荷兰,45,千克,0,—,161
3035300,冻的沙丁鱼、小沙丁鱼...,129,菲律宾,252000,千克,0,—,2847329
3035300,冻的沙丁鱼、小沙丁鱼...,244,南非,55000,千克,0,—,523719
3035300,冻的沙丁鱼、小沙丁鱼...,617,萨摩亚,27000,千克,0,—,305103
3035400,冻鲭鱼,109,朝鲜,87380,千克,0,—,245750
3035400,冻鲭鱼,123,马尔代夫,27000,千克,0,—,319156
3035400,冻鲭鱼,129,菲律宾,7758100,千克,0,—,106138521
3035400,冻鲭鱼,138,阿联酋,81000,千克,0,—,634931
3035400,冻鲭鱼,220,加纳,51300,千克,0,—,640086
3035400,冻鲭鱼,224,肯尼亚,944000,千克,0,—,9037173
3035400,冻鲭鱼,233,莫桑比克,108000,千克,0,—,1230524
3035400,冻鲭鱼,252,刚果民主共和国,27000,千克,0,—,317383
3035400,冻鲭鱼,326,挪威,25500,千克,0,—,301407
3035400,冻鲭鱼,501,加拿大,20630,千克,0,—,214054
3035400,冻鲭鱼,621,马绍尔群岛,75000,千克,0,—,935798
3035700,冻剑鱼,307,意大利,25000,千克,0,—,1135243
3036600,冻狗鳕鱼,138,阿联酋,3000,千克,0,—,30537
3036600,冻狗鳕鱼,244,南非,298350,千克,0,—,3151077
3036700,冻狭鳕鱼,109,朝鲜,2480188,千克,0,—,10660768
3036700,冻狭鳕鱼,309,荷兰,45,千克,0,—,192
3036900,其他冻的犀鳕科、多丝...,501,加拿大,16820,千克,0,—,194762
3038910,冻带鱼,307,意大利,8400,千克,0,—,306114
3038910,冻带鱼,312,西班牙,14112,千克,0,—,442252
3038910,冻带鱼,501,加拿大,39934,千克,0,—,804666
3038920,冻黄鱼,306,爱尔兰,1200,千克,0,—,37263
3038920,冻黄鱼,307,意大利,4200,千克,0,—,177656
3038920,冻黄鱼,312,西班牙,10200,千克,0,—,264242
3038920,冻黄鱼,501,加拿大,14080,千克,0,—,660758
3038930,冻鲳鱼,129,菲律宾,472000,千克,0,—,10237297
3038930,冻鲳鱼,203,贝宁,25500,千克,0,—,468884
3038930,冻鲳鱼,307,意大利,1000,千克,0,—,64108
3038930,冻鲳鱼,501,加拿大,36336,千克,0,—,847351
3038990,未列名冻鱼,123,马尔代夫,27000,千克,0,—,372349
3038990,未列名冻鱼,129,菲律宾,5921100,千克,0,—,80140284
3038990,未列名冻鱼,213,刚果共和国,47500,千克,0,—,525360
3038990,未列名冻鱼,220,加纳,40420,千克,0,—,464516
3038990,未列名冻鱼,233,莫桑比克,27000,千克,0,—,335114
3038990,未列名冻鱼,244,南非,300,千克,0,—,7683
3038990,未列名冻鱼,252,刚果民主共和国,200890,千克,0,—,6584426
3038990,未列名冻鱼,301,比利时,104479,千克,0,—,1525294
3038990,未列名冻鱼,305,法国,17198,千克,0,—,251868
3038990,未列名冻鱼,307,意大利,104408,千克,0,—,1816673
3038990,未列名冻鱼,312,西班牙,1709,千克,0,—,71194
3038990,未列名冻鱼,429,墨西哥,1906,千克,0,—,100738
3038990,未列名冻鱼,501,加拿大,161972,千克,0,—,4877520
3044100,鲜或冷的大麻哈鱼、大...,404,巴哈马,33,千克,0,—,1200
3046100,冻罗非鱼鱼片,224,肯尼亚,45985,千克,0,—,890565
3046100,冻罗非鱼鱼片,244,南非,31500,千克,0,—,654314
3046100,冻罗非鱼鱼片,307,意大利,9250,千克,0,—,151722
3046100,冻罗非鱼鱼片,309,荷兰,140000,千克,0,—,2610576
3046100,冻罗非鱼鱼片,312,西班牙,258085,千克,0,—,4348569
3046100,冻罗非鱼鱼片,321,匈牙利,9000,千克,0,—,195662
3046100,冻罗非鱼鱼片,327,波兰,410125,千克,0,—,8662126
3046100,冻罗非鱼鱼片,415,哥斯达黎加,227735,千克,0,—,4806887
3046100,冻罗非鱼鱼片,429,墨西哥,2067292,千克,0,—,38390275
3046100,冻罗非鱼鱼片,435,波多黎各,19809,千克,0,—,427175
3046100,冻罗非鱼鱼片,501,加拿大,110835,千克,0,—,3750670
3047100,冻鳕鱼鱼片,129,菲律宾,4000,千克,0,—,151748
3047100,冻鳕鱼鱼片,138,阿联酋,3,千克,0,—,20
3047100,冻鳕鱼鱼片,301,比利时,64800,千克,0,—,2576289
3047100,冻鳕鱼鱼片,305,法国,560208,千克,0,—,23856129
3047100,冻鳕鱼鱼片,306,爱尔兰,20592,千克,0,—,841947
3047100,冻鳕鱼鱼片,307,意大利,113018,千克,0,—,2930116
3047100,冻鳕鱼鱼片,309,荷兰,185096,千克,0,—,6801898
3047100,冻鳕鱼鱼片,310,希腊,153982,千克,0,—,4279087
3047100,冻鳕鱼鱼片,312,西班牙,809227,千克,0,—,22944945
3047100,冻鳕鱼鱼片,326,挪威,190688,千克,0,—,8418442
3047100,冻鳕鱼鱼片,327,波兰,90220,千克,0,—,3028470
3047100,冻鳕鱼鱼片,410,巴西,24000,千克,0,—,788040
3047100,冻鳕鱼鱼片,501,加拿大,709710,千克,0,—,27474662
3047200,冻黑线鳕鱼鱼片,138,阿联酋,6,千克,0,—,39
3047200,冻黑线鳕鱼鱼片,326,挪威,21030,千克,0,—,260839
3047200,冻黑线鳕鱼鱼片,501,加拿大,693659,千克,0,—,22599109
3047300,冻绿青鳕鱼鱼片,305,法国,163555,千克,0,—,3031558
3047300,冻绿青鳕鱼鱼片,310,希腊,17156,千克,0,—,339432
3047300,冻绿青鳕鱼鱼片,312,西班牙,47705,千克,0,—,940069
3047300,冻绿青鳕鱼鱼片,326,挪威,11325,千克,0,—,329815
3047300,冻绿青鳕鱼鱼片,410,巴西,156210,千克,0,—,3852405
3047400,冻狗鳕鱼鱼片,301,比利时,6000,千克,0,—,106385
3047400,冻狗鳕鱼鱼片,305,法国,21000,千克,0,—,493018
3047400,冻狗鳕鱼鱼片,307,意大利,9500,千克,0,—,164832
3047400,冻狗鳕鱼鱼片,309,荷兰,22400,千克,0,—,334720
3047400,冻狗鳕鱼鱼片,312,西班牙,42750,千克,0,—,585648
3047400,冻狗鳕鱼鱼片,321,匈牙利,85600,千克,0,—,1451504
3047400,冻狗鳕鱼鱼片,327,波兰,155350,千克,0,—,1992988
3047400,冻狗鳕鱼鱼片,336,立陶宛,26624,千克,0,—,367912
3047400,冻狗鳕鱼鱼片,410,巴西,414971,千克,0,—,6096969
3047400,冻狗鳕鱼鱼片,501,加拿大,4994,千克,0,—,45689
3047500,冻狭鳕鱼鱼片,301,比利时,303814,千克,0,—,4995972
3047500,冻狭鳕鱼鱼片,305,法国,1499887,千克,0,—,26054214
3047500,冻狭鳕鱼鱼片,307,意大利,249193,千克,0,—,3302066
3047500,冻狭鳕鱼鱼片,309,荷兰,531713,千克,0,—,8467426
3047500,冻狭鳕鱼鱼片,310,希腊,71830,千克,0,—,907066
3047500,冻狭鳕鱼鱼片,312,西班牙,73275,千克,0,—,922214
3047500,冻狭鳕鱼鱼片,316,保加利亚,25007,千克,0,—,293905
3047500,冻狭鳕鱼鱼片,321,匈牙利,59747,千克,0,—,621303
3047500,冻狭鳕鱼鱼片,326,挪威,115758,千克,0,—,1879149
3047500,冻狭鳕鱼鱼片,327,波兰,1185538,千克,0,—,16066894
3047500,冻狭鳕鱼鱼片,336,立陶宛,49110,千克,0,—,678352
3047500,冻狭鳕鱼鱼片,340,白俄罗斯,12000,千克,0,—,189130
3047500,冻狭鳕鱼鱼片,410,巴西,1521784,千克,0,—,22014339
3047500,冻狭鳕鱼鱼片,429,墨西哥,17000,千克,0,—,164610
3047500,冻狭鳕鱼鱼片,501,加拿大,204948,千克,0,—,2986867
3047900,其他冻的犀鳕科、多丝...,129,菲律宾,20250,千克,0,—,1118524
