商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012100,改良种用马,124,蒙古,19050,千克,30,头,48000
1031000,改良种用猪,305,法国,122000,千克,2400,头,5260118
1041090,"其他绵羊,改良种用除...",124,蒙古,967500,千克,20307,头,1812270
1051110,"改良种用鸡,改良种用...",501,加拿大,170,千克,4216,只,80270
1062090,未列名爬行动物,429,墨西哥,550,千克,1382,只,24037
1064990,"其他昆虫,改良种用除...",305,法国,1,千克,900,只,762
1064990,"其他昆虫,改良种用除...",315,奥地利,2,千克,2730,只,1087
2013000,鲜或冷的去骨牛肉,305,法国,1306,千克,0,—,25104
2013000,鲜或冷的去骨牛肉,309,荷兰,741,千克,0,—,17638
2013000,鲜或冷的去骨牛肉,444,乌拉圭,170115,千克,0,—,1051350
2022000,冻带骨牛肉,244,南非,465766,千克,0,—,1115820
2022000,冻带骨牛肉,340,白俄罗斯,253556,千克,0,—,572799
2022000,冻带骨牛肉,415,哥斯达黎加,539818,千克,0,—,1142263
2022000,冻带骨牛肉,444,乌拉圭,6663544,千克,0,—,12786695
2023000,冻去骨牛肉,244,南非,968430,千克,0,—,3896346
2023000,冻去骨牛肉,305,法国,136521,千克,0,—,939887
2023000,冻去骨牛肉,309,荷兰,42858,千克,0,—,235283
2023000,冻去骨牛肉,321,匈牙利,47262,千克,0,—,193756
2023000,冻去骨牛肉,340,白俄罗斯,489473,千克,0,—,2069446
2023000,冻去骨牛肉,408,玻利维亚,1755235,千克,0,—,7669577
2023000,冻去骨牛肉,410,巴西,72828042,千克,0,—,322266537
2023000,冻去骨牛肉,415,哥斯达黎加,784715,千克,0,—,4007563
2023000,冻去骨牛肉,444,乌拉圭,8417435,千克,0,—,37055069
2023000,冻去骨牛肉,501,加拿大,940339,千克,0,—,8152284
2031200,鲜或冷的带骨猪前腿、...,501,加拿大,129376,千克,0,—,483842
2031900,其他鲜或冷的猪肉,501,加拿大,1317393,千克,0,—,4926482
2032110,冻整头及半头乳猪肉,312,西班牙,1008,千克,0,—,5313
2032190,其他冻整头及半头猪肉,312,西班牙,49714,千克,0,—,121798
2032200,冻带骨猪前腿、猪后腿...,305,法国,3332358,千克,0,—,8009446
2032200,冻带骨猪前腿、猪后腿...,306,爱尔兰,1310501,千克,0,—,3359906
2032200,冻带骨猪前腿、猪后腿...,309,荷兰,5047111,千克,0,—,13859647
2032200,冻带骨猪前腿、猪后腿...,312,西班牙,20291969,千克,0,—,54846691
2032200,冻带骨猪前腿、猪后腿...,315,奥地利,505227,千克,0,—,1277102
2032200,冻带骨猪前腿、猪后腿...,318,芬兰,357747,千克,0,—,899131
2032200,冻带骨猪前腿、猪后腿...,410,巴西,2241255,千克,0,—,4186626
2032200,冻带骨猪前腿、猪后腿...,415,哥斯达黎加,47832,千克,0,—,124361
2032200,冻带骨猪前腿、猪后腿...,429,墨西哥,2448623,千克,0,—,6599394
2032200,冻带骨猪前腿、猪后腿...,501,加拿大,15591778,千克,0,—,36515588
2032900,其他冻猪肉,305,法国,9610511,千克,0,—,28729927
2032900,其他冻猪肉,306,爱尔兰,3693169,千克,0,—,9685154
2032900,其他冻猪肉,307,意大利,1507834,千克,0,—,5317797
2032900,其他冻猪肉,309,荷兰,13184922,千克,0,—,38887278
2032900,其他冻猪肉,312,西班牙,66551170,千克,0,—,206257704
2032900,其他冻猪肉,315,奥地利,4137576,千克,0,—,14238598
2032900,其他冻猪肉,318,芬兰,1135021,千克,0,—,2938719
2032900,其他冻猪肉,410,巴西,44011587,千克,0,—,141088841
2032900,其他冻猪肉,415,哥斯达黎加,299394,千克,0,—,937749
2032900,其他冻猪肉,429,墨西哥,6214667,千克,0,—,18116478
2032900,其他冻猪肉,501,加拿大,17778868,千克,0,—,39542898
2043000,冻整头及半头羔羊肉,444,乌拉圭,385986,千克,0,—,1849583
2044100,冻整头及半头绵羊肉,444,乌拉圭,54564,千克,0,—,251748
2044200,冻带骨绵羊肉,444,乌拉圭,274090,千克,0,—,1244303
2044300,冻去骨绵羊肉,444,乌拉圭,16726,千克,0,—,69084
2050000,鲜、冷、冻的马、驴、...,124,蒙古,4024200,千克,0,—,7775639
2050000,鲜、冷、冻的马、驴、...,410,巴西,112204,千克,0,—,224406
2062900,其他冻牛杂碎,244,南非,14416,千克,0,—,62205
