商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012900,"其他马,改良种用除外",304,德国,9000,千克,18,头,374754
1012900,"其他马,改良种用除外",601,澳大利亚,5600,千克,14,头,468906
1022100,改良种用家牛,601,澳大利亚,1455,千克,3,头,46500
1031000,改良种用猪,502,美国,4080,千克,60,头,115819
1041010,改良种用绵羊,601,澳大利亚,67230,千克,1520,头,2913580
1061110,改良种用灵长目动物,304,德国,15,千克,9,只,30334
1061110,改良种用灵长目动物,344,俄罗斯,14,千克,2,只,33705
1061211,改良种用鲸、海豚及鼠...,116,日本,6320,千克,28,只,1487048
1061229,其他海豹、海狮及海象...,202,安哥拉,400,千克,14,只,25200
1061910,其他改良种用哺乳动物,441,苏里南,65,千克,2,只,96288
1061990,"未列名哺乳动物,改良...",143,中国台湾,155,千克,886,只,23566
1061990,"未列名哺乳动物,改良...",303,英国,0,千克,5,只,3841
1061990,"未列名哺乳动物,改良...",304,德国,0,千克,19,只,7676
1061990,"未列名哺乳动物,改良...",502,美国,1368,千克,1560,只,458670
1061990,"未列名哺乳动物,改良...",601,澳大利亚,0,千克,12,只,541
1062020,食用爬行动物,112,印度尼西亚,9987,千克,3649,只,45423
1062020,食用爬行动物,141,越南,50800,千克,2900,只,159500
1062020,食用爬行动物,143,中国台湾,30035,千克,56474,只,63939
1062090,未列名爬行动物,141,越南,61550,千克,7500,只,307750
1062090,未列名爬行动物,143,中国台湾,4592,千克,574000,只,28786
1062090,未列名爬行动物,502,美国,2206,千克,14140,只,125159
1063210,改良种用鹦形目鸟,132,新加坡,104,千克,200,只,10000
1063990,未列名鸟,221,几内亚,30,千克,100,只,5015
1064910,改良种用昆虫,502,美国,1,千克,1460,只,172
1064990,"其他昆虫,改良种用除...",502,美国,2,千克,1304,只,2382
1069090,"其他活动物,改良种用...",112,印度尼西亚,100,千克,500,只,2006
1069090,"其他活动物,改良种用...",143,中国台湾,57602,千克,144150,只,43948
1069090,"其他活动物,改良种用...",502,美国,112,千克,140,只,11643
1069090,"其他活动物,改良种用...",601,澳大利亚,47,千克,307,只,1371
2012000,鲜或冷的带骨牛肉,601,澳大利亚,31757,千克,0,—,407377
2013000,鲜或冷的去骨牛肉,601,澳大利亚,382500,千克,0,—,4534135
2022000,冻带骨牛肉,601,澳大利亚,1844196,千克,0,—,5735544
2023000,冻去骨牛肉,601,澳大利亚,7701327,千克,0,—,46193924
2032200,冻带骨猪前腿、猪后腿...,303,英国,1369277,千克,0,—,2351180
