商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1022100,改良种用家牛,609,新西兰,1379280,千克,4926,头,12430944
1022900,其他家牛，改良种用除...,609,新西兰,2948000,千克,8786,头,16224318
1041090,其他绵羊，改良种用除...,609,新西兰,350,千克,5,头,34000
1042010,改良种用山羊,609,新西兰,24390,千克,542,头,1071270
1042090,其他山羊，改良种用除...,609,新西兰,66825,千克,1485,头,2138400
1061211,改良种用鲸、海豚及鼠...,416,古巴,170,千克,1,只,465569
1061990,"未列名哺乳动物,改良...",330,瑞典,0,千克,24,只,4800
1064990,"其他昆虫,改良种用除...",331,瑞士,1,千克,1050,只,131
2012000,鲜或冷的带骨牛肉,609,新西兰,4842,千克,0,—,50627
2013000,鲜或冷的去骨牛肉,402,阿根廷,108966,千克,0,—,864053
2013000,鲜或冷的去骨牛肉,609,新西兰,974370,千克,0,—,8095584
2021000,冻整头及半头牛肉,609,新西兰,35012,千克,0,—,98031
2022000,冻带骨牛肉,402,阿根廷,7212002,千克,0,—,18295410
2022000,冻带骨牛肉,412,智利,1896301,千克,0,—,10272496
2022000,冻带骨牛肉,432,巴拿马,410859,千克,0,—,1055943
2022000,冻带骨牛肉,609,新西兰,4487472,千克,0,—,18777534
2023000,冻去骨牛肉,347,乌克兰,102001,千克,0,—,652915
2023000,冻去骨牛肉,402,阿根廷,26250612,千克,0,—,173767402
2023000,冻去骨牛肉,412,智利,337796,千克,0,—,2412371
2023000,冻去骨牛肉,432,巴拿马,140496,千克,0,—,889461
2023000,冻去骨牛肉,609,新西兰,12735070,千克,0,—,95436140
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,2892392,千克,0,—,4037050
2032200,冻带骨猪前腿、猪后腿...,311,葡萄牙,212572,千克,0,—,310700
2032200,冻带骨猪前腿、猪后腿...,412,智利,2654341,千克,0,—,4609477
2032900,其他冻猪肉,302,丹麦,9402664,千克,0,—,20835748
2032900,其他冻猪肉,311,葡萄牙,73610,千克,0,—,117885
2032900,其他冻猪肉,331,瑞士,85120,千克,0,—,232209
2032900,其他冻猪肉,412,智利,2680144,千克,0,—,3464568
2042200,鲜或冷的带骨绵羊肉,609,新西兰,2928,千克,0,—,89459
2043000,冻整头及半头羔羊肉,412,智利,43260,千克,0,—,289828
2043000,冻整头及半头羔羊肉,609,新西兰,418014,千克,0,—,2589354
2044100,冻整头及半头绵羊肉,609,新西兰,3144935,千克,0,—,18027649
2044200,冻带骨绵羊肉,402,阿根廷,193908,千克,0,—,963149
2044200,冻带骨绵羊肉,412,智利,199073,千克,0,—,1205760
2044200,冻带骨绵羊肉,609,新西兰,17889963,千克,0,—,116011491
2044300,冻去骨绵羊肉,412,智利,3360,千克,0,—,14154
2044300,冻去骨绵羊肉,609,新西兰,474200,千克,0,—,2205814
2062200,冻牛肝,609,新西兰,23166,千克,0,—,20849
2062900,其他冻牛杂碎,609,新西兰,605391,千克,0,—,3173218
2064900,其他冻猪杂碎,302,丹麦,15008768,千克,0,—,31553219
2064900,其他冻猪杂碎,311,葡萄牙,87420,千克,0,—,342231
2064900,其他冻猪杂碎,331,瑞士,150080,千克,0,—,513811
2064900,其他冻猪杂碎,412,智利,3130526,千克,0,—,5717003
2069000,其他冻杂碎（牛、猪杂...,609,新西兰,217410,千克,0,—,1318852
2071200,整只鸡，冻的,402,阿根廷,312810,千克,0,—,496235
2071411,带骨的冻鸡块,402,阿根廷,53295,千克,0,—,85575
2071421,冻鸡翼（不包括翼尖）,402,阿根廷,1810891,千克,0,—,2929314
2071421,冻鸡翼（不包括翼尖）,412,智利,242619,千克,0,—,622654
2071422,冻鸡爪,402,阿根廷,2454840,千克,0,—,9796398
2071422,冻鸡爪,412,智利,1334868,千克,0,—,5857210
