商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1031000,改良种用猪,302,丹麦,67500,千克,1500,头,4006538
1042010,改良种用山羊,609,新西兰,49745,千克,1980,头,2632220
1042090,其他山羊，改良种用除...,609,新西兰,275,千克,11,头,13035
1051110,改良种用鸡，改良种用...,609,新西兰,3021,千克,79533,只,1872467
1061990,"未列名哺乳动物,改良...",302,丹麦,16,千克,104,只,23398
1061990,"未列名哺乳动物,改良...",330,瑞典,0,千克,2,只,3879
1063990,未列名鸟,402,阿根廷,60,千克,20,只,240720
2012000,鲜或冷的带骨牛肉,609,新西兰,1174,千克,0,—,13250
2013000,鲜或冷的去骨牛肉,402,阿根廷,281349,千克,0,—,1609809
2013000,鲜或冷的去骨牛肉,609,新西兰,782678,千克,0,—,5315145
2021000,冻整头及半头牛肉,609,新西兰,53750,千克,0,—,155874
2022000,冻带骨牛肉,335,拉脱维亚,26492,千克,0,—,26806
2022000,冻带骨牛肉,402,阿根廷,10300812,千克,0,—,25564361
2022000,冻带骨牛肉,412,智利,776237,千克,0,—,2965415
2022000,冻带骨牛肉,432,巴拿马,74746,千克,0,—,229992
2022000,冻带骨牛肉,609,新西兰,2818137,千克,0,—,10781055
2023000,冻去骨牛肉,347,乌克兰,782610,千克,0,—,3637282
2023000,冻去骨牛肉,402,阿根廷,27983296,千克,0,—,132712816
2023000,冻去骨牛肉,412,智利,39270,千克,0,—,151238
2023000,冻去骨牛肉,432,巴拿马,80497,千克,0,—,472305
2023000,冻去骨牛肉,609,新西兰,9750705,千克,0,—,57732685
2032190,其他冻整头及半头猪肉,402,阿根廷,152801,千克,0,—,410121
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,12507627,千克,0,—,31195451
2032200,冻带骨猪前腿、猪后腿...,311,葡萄牙,829148,千克,0,—,2379908
2032200,冻带骨猪前腿、猪后腿...,402,阿根廷,970677,千克,0,—,2744073
2032200,冻带骨猪前腿、猪后腿...,412,智利,5088093,千克,0,—,15535004
2032900,其他冻猪肉,302,丹麦,21913178,千克,0,—,75899007
2032900,其他冻猪肉,311,葡萄牙,1357585,千克,0,—,3875078
2032900,其他冻猪肉,331,瑞士,73920,千克,0,—,256770
2032900,其他冻猪肉,402,阿根廷,1266626,千克,0,—,3719204
2032900,其他冻猪肉,412,智利,8464935,千克,0,—,26468695
2042200,鲜或冷的带骨绵羊肉,609,新西兰,5052,千克,0,—,120379
2042300,鲜或冷的去骨绵羊肉,609,新西兰,11741,千克,0,—,140397
2043000,冻整头及半头羔羊肉,402,阿根廷,68245,千克,0,—,396875
2043000,冻整头及半头羔羊肉,412,智利,187814,千克,0,—,1190746
2043000,冻整头及半头羔羊肉,609,新西兰,2438997,千克,0,—,17138706
2044100,冻整头及半头绵羊肉,402,阿根廷,14795,千克,0,—,78647
2044100,冻整头及半头绵羊肉,609,新西兰,2076907,千克,0,—,12142264
2044200,冻带骨绵羊肉,402,阿根廷,181225,千克,0,—,1010730
2044200,冻带骨绵羊肉,412,智利,133134,千克,0,—,750263
2044200,冻带骨绵羊肉,609,新西兰,16548751,千克,0,—,100420513
2044300,冻去骨绵羊肉,412,智利,7012,千克,0,—,49453
2044300,冻去骨绵羊肉,609,新西兰,605428,千克,0,—,3070041
2062900,其他冻牛杂碎,609,新西兰,401657,千克,0,—,1906252
2064100,冻猪肝,302,丹麦,54046,千克,0,—,40533
2064100,冻猪肝,412,智利,482133,千克,0,—,286800
2064900,其他冻猪杂碎,302,丹麦,15033350,千克,0,—,37657534
2064900,其他冻猪杂碎,311,葡萄牙,1120,千克,0,—,3584
2064900,其他冻猪杂碎,331,瑞士,90720,千克,0,—,297750
2064900,其他冻猪杂碎,412,智利,4071782,千克,0,—,9973426
2069000,其他冻杂碎（牛、猪杂...,609,新西兰,169854,千克,0,—,1038726
2071200,整只鸡，冻的,402,阿根廷,503093,千克,0,—,716660
2071411,带骨的冻鸡块,402,阿根廷,54000,千克,0,—,74922
2071421,冻鸡翼（不包括翼尖）,402,阿根廷,1353272,千克,0,—,2383673
2071421,冻鸡翼（不包括翼尖）,412,智利,427573,千克,0,—,1141167
2071422,冻鸡爪,402,阿根廷,1223478,千克,0,—,3355666
2071422,冻鸡爪,412,智利,592200,千克,0,—,1874854
2071429,其他冻鸡杂碎,402,阿根廷,245478,千克,0,—,252829
2071429,其他冻鸡杂碎,412,智利,191116,千克,0,—,134510
2072700,火鸡块及杂碎，冻的,412,智利,329745,千克,0,—,525678
2089090,其他鲜、冷、冻的肉及...,609,新西兰,102418,千克,0,—,580462
2091000,未炼制或用其他方法提...,302,丹麦,1269280,千克,0,—,2727619
2091000,未炼制或用其他方法提...,311,葡萄牙,11015,千克,0,—,22727
2091000,未炼制或用其他方法提...,412,智利,1097297,千克,0,—,2679751
3011100,淡水观赏鱼,247,坦桑尼亚,169,千克,0,—,5679
3011100,淡水观赏鱼,413,哥伦比亚,162,千克,0,—,33949
3011100,淡水观赏鱼,434,秘鲁,392,千克,0,—,85715
3011900,其他观赏鱼,134,斯里兰卡,251,千克,0,—,65746
3011900,其他观赏鱼,215,埃及,17,千克,0,—,6356
3019290,其他活鳗鱼，鱼苗除外,609,新西兰,1500,千克,0,—,16950
3019999,其他活鱼,103,孟加拉国,24955,千克,0,—,102620
3019999,其他活鱼,106,缅甸,28890,千克,0,—,112064
3021300,鲜或冷的大麻哈鱼,609,新西兰,41418,千克,0,—,636830
3021410,鲜或冷的大西洋鲑鱼,322,冰岛,29442,千克,0,—,320428
3021410,鲜或冷的大西洋鲑鱼,412,智利,343771,千克,0,—,3630711
3023600,鲜或冷的南方蓝鳍金枪...,609,新西兰,63,千克,0,—,2904
3028920,鲜或冷的黄鱼,106,缅甸,1196,千克,0,—,6596
3028990,其他鲜或冷的鱼,106,缅甸,20696,千克,0,—,116374
3028990,其他鲜或冷的鱼,134,斯里兰卡,16131,千克,0,—,98280
3031310,冻大西洋鲑鱼,412,智利,75514,千克,0,—,478977
3031400,冻鳟鱼,302,丹麦,40325,千克,0,—,225269
3033110,冻马舌鲽(格陵兰庸鲽...,311,葡萄牙,473757,千克,0,—,2371287
3033110,冻马舌鲽(格陵兰庸鲽...,322,冰岛,381223,千克,0,—,2173249
3033110,冻马舌鲽(格陵兰庸鲽...,334,爱沙尼亚,109152,千克,0,—,552872
3033900,其他冻比目鱼,103,孟加拉国,61060,千克,0,—,57055
3034200,冻黄鳍金枪鱼,620,密克罗尼西亚联邦,7776,千克,0,—,11541
3034300,冻鲣鱼或狐鲣,620,密克罗尼西亚联邦,497928,千克,0,—,739143
3034510,冻大西洋蓝鳍金枪鱼,232,摩洛哥,23002,千克,0,—,732436
3035100,冻鲱鱼,334,爱沙尼亚,50820,千克,0,—,48423
3035300,冻的沙丁鱼、小沙丁鱼...,334,爱沙尼亚,27720,千克,0,—,17621
3035400,冻鲭鱼,322,冰岛,100440,千克,0,—,161186
3035500,冻的对称竹荚鱼、新西...,609,新西兰,272998,千克,0,—,725176
3035990,冻鳀鱼(鳀属）、冻印...,322,冰岛,1331885,千克,0,—,4635222
3036900,其他冻的犀鳕科、多丝...,609,新西兰,54000,千克,0,—,32400
3038300,冻南极犬牙鱼,412,智利,12281,千克,0,—,188327
3038300,冻南极犬牙鱼,609,新西兰,19728,千克,0,—,374829
3038910,冻带鱼,106,缅甸,26000,千克,0,—,61848
3038910,冻带鱼,419,厄瓜多尔,38030,千克,0,—,53444
3038920,冻黄鱼,106,缅甸,1848,千克,0,—,10193
3038930,冻鲳鱼(银鲳除外),103,孟加拉国,20391,千克,0,—,129115
3038930,冻鲳鱼(银鲳除外),106,缅甸,962,千克,0,—,13025
3038930,冻鲳鱼(银鲳除外),402,阿根廷,26955,千克,0,—,22169
3038930,冻鲳鱼(银鲳除外),419,厄瓜多尔,231270,千克,0,—,420092
3038990,未列名冻鱼,106,缅甸,29337,千克,0,—,161467
3038990,未列名冻鱼,134,斯里兰卡,98679,千克,0,—,186153
3038990,未列名冻鱼,232,摩洛哥,23450,千克,0,—,93140
3038990,未列名冻鱼,311,葡萄牙,161287,千克,0,—,312514
3038990,未列名冻鱼,322,冰岛,235772,千克,0,—,649887
3038990,未列名冻鱼,419,厄瓜多尔,656700,千克,0,—,1036271
3038990,未列名冻鱼,602,库克群岛,23955,千克,0,—,142087
3038990,未列名冻鱼,609,新西兰,586926,千克,0,—,1927570
3039100,冻的鱼肝、鱼卵及鱼精,302,丹麦,19200,千克,0,—,172935
3039100,冻的鱼肝、鱼卵及鱼精,322,冰岛,138719,千克,0,—,2292422
3039100,冻的鱼肝、鱼卵及鱼精,434,秘鲁,562150,千克,0,—,7241456
3039200,冻鲨鱼翅,311,葡萄牙,18178,千克,0,—,89339
3039900,其他冻的可食用鱼杂碎,302,丹麦,24171,千克,0,—,32630
3039900,其他冻的可食用鱼杂碎,311,葡萄牙,95611,千克,0,—,328666
3039900,其他冻的可食用鱼杂碎,322,冰岛,697115,千克,0,—,1388378
3039900,其他冻的可食用鱼杂碎,402,阿根廷,68906,千克,0,—,274153
3039900,其他冻的可食用鱼杂碎,609,新西兰,110,千克,0,—,1334
3047100,冻鳕鱼鱼片,322,冰岛,12677,千克,0,—,201680
3047400,冻狗鳕鱼鱼片,609,新西兰,30314,千克,0,—,129074
3048700,冻的金枪鱼、鲣鱼或狐...,232,摩洛哥,10574,千克,0,—,351585
3048900,其他冻鱼片,322,冰岛,20000,千克,0,—,190948
3048900,其他冻鱼片,402,阿根廷,27006,千克,0,—,108348
3049500,冻的犀鳕科、多丝真鳕...,322,冰岛,79528,千克,0,—,142357
3049900,其他冻鱼肉,232,摩洛哥,10138,千克,0,—,368080
3052000,干、熏、盐腌或盐渍的...,434,秘鲁,23000,千克,0,—,334500
3056300,盐腌及盐渍的鳀鱼,402,阿根廷,95175,千克,0,—,285525
3057900,其他鱼鳍及其他可食用...,311,葡萄牙,44000,千克,0,—,51098
3061100,冻的岩礁虾和其他龙虾,416,古巴,153153,千克,0,—,3003576
3061490,其他冻蟹,106,缅甸,7392,千克,0,—,87487
3061490,其他冻蟹,412,智利,13038,千克,0,—,176487
3061500,冻挪威海鳌虾,322,冰岛,504,千克,0,—,24124
3061612,其他冻北方长额小虾,302,丹麦,91080,千克,0,—,290502
3061612,其他冻北方长额小虾,334,爱沙尼亚,45540,千克,0,—,168498
3061719,其他冻小虾,402,阿根廷,805492,千克,0,—,6405564
3061719,其他冻小虾,609,新西兰,25188,千克,0,—,910436
3061721,其他冻对虾仁,106,缅甸,53136,千克,0,—,135476
3061729,其他冻对虾,103,孟加拉国,11200,千克,0,—,88480
3061729,其他冻对虾,131,沙特阿拉伯,506208,千克,0,—,2690659
3061729,其他冻对虾,419,厄瓜多尔,31675282,千克,0,—,172141271
3061729,其他冻对虾,434,秘鲁,1573976,千克,0,—,8714867
3061729,其他冻对虾,445,委内瑞拉,288560,千克,0,—,1167831
3061990,其他冻甲壳动物，包括...,609,新西兰,40362,千克,0,—,1711040
3063190,活、鲜或冷的岩礁虾和...,106,缅甸,1230,千克,0,—,26448
3063190,活、鲜或冷的岩礁虾和...,134,斯里兰卡,5481,千克,0,—,156130
3063190,活、鲜或冷的岩礁虾和...,247,坦桑尼亚,24101,千克,0,—,902722
3063190,活、鲜或冷的岩礁虾和...,311,葡萄牙,23282,千克,0,—,1429272
3063190,活、鲜或冷的岩礁虾和...,412,智利,2267,千克,0,—,163052
3063190,活、鲜或冷的岩礁虾和...,432,巴拿马,816,千克,0,—,35098
3063190,活、鲜或冷的岩礁虾和...,609,新西兰,248391,千克,0,—,22720660
3063190,活、鲜或冷的岩礁虾和...,611,巴布亚新几内亚,5428,千克,0,—,279861
3063399,其他活、鲜或冷的蟹，...,103,孟加拉国,2400,千克,0,—,17572
3063399,其他活、鲜或冷的蟹，...,106,缅甸,781631,千克,0,—,5439772
3063399,其他活、鲜或冷的蟹，...,134,斯里兰卡,1296,千克,0,—,30103
3063399,其他活、鲜或冷的蟹，...,247,坦桑尼亚,67140,千克,0,—,529990
3063399,其他活、鲜或冷的蟹，...,311,葡萄牙,9780,千克,0,—,209315
3063399,其他活、鲜或冷的蟹，...,412,智利,46,千克,0,—,2064
3063399,其他活、鲜或冷的蟹，...,611,巴布亚新几内亚,66357,千克,0,—,496839
3063990,未列名活、鲜或冷的甲...,106,缅甸,7368,千克,0,—,195252
3071190,活、鲜或冷的牡蛎，种...,609,新西兰,11904,千克,0,—,165607
3073190,活、鲜或冷的贻贝，种...,609,新西兰,88035,千克,0,—,358004
3073200,冻贻贝,609,新西兰,314966,千克,0,—,1667034
