商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1022100,改良种用家牛,601,澳大利亚,275000,千克,1000,头,2500000
1022900,"其他家牛,改良种用除...",601,澳大利亚,2688126,千克,7297,头,11629651
1061110,改良种用灵长目动物,424,圭亚那,966,千克,301,只,1234118
1061190,"其他灵长目动物,改良...",424,圭亚那,786,千克,366,只,136108
1061211,改良种用鲸、海豚及鼠...,116,日本,10814,千克,47,只,3403798
1061221,改良种用海豹、海狮及...,116,日本,75,千克,1,只,139624
1061229,其他海豹、海狮及海象...,122,马来西亚,262,千克,3,只,360000
1061229,其他海豹、海狮及海象...,202,安哥拉,340,千克,17,只,153459
1061490,"其他家兔及野兔,改良...",502,美国,80,千克,40,只,31809
1061910,其他改良种用哺乳动物,502,美国,3255,千克,80,只,406215
1061990,"未列名哺乳动物,改良...",110,中国香港,0,千克,4,只,1353
1061990,"未列名哺乳动物,改良...",116,日本,1,千克,70,只,15766
1061990,"未列名哺乳动物,改良...",143,中国台湾,110,千克,632,只,21939
1061990,"未列名哺乳动物,改良...",502,美国,35,千克,1097,只,261977
1062019,其他改良种用爬行动物,143,中国台湾,3160,千克,316000,只,17971
1062020,食用爬行动物,112,印度尼西亚,13424,千克,2125,只,94237
1062020,食用爬行动物,141,越南,43450,千克,2527,只,138985
1062020,食用爬行动物,143,中国台湾,20740,千克,13420,只,41605
1062090,未列名爬行动物,143,中国台湾,80,千克,5,只,7021
1062090,未列名爬行动物,502,美国,1930,千克,8692,只,68559
1063210,改良种用鹦形目鸟,136,泰国,20,千克,40,只,14000
1063290,"其他鹦形目鸟,改良种...",132,新加坡,140,千克,92,只,34553
1063910,其他改良种用鸟,116,日本,90,千克,6,只,842520
1063910,其他改良种用鸟,136,泰国,5,千克,5,只,4000
1063990,未列名鸟,132,新加坡,18,千克,9,只,3190
1064990,"其他昆虫,改良种用除...",143,中国台湾,0,千克,200,只,141
1064990,"其他昆虫,改良种用除...",502,美国,0,千克,132,只,668
1064990,"其他昆虫,改良种用除...",601,澳大利亚,0,千克,98,只,125
1069011,改良种用蛙苗,143,中国台湾,18,千克,1077,只,883
2012000,鲜或冷的带骨牛肉,502,美国,10511,千克,0,—,224308
2012000,鲜或冷的带骨牛肉,601,澳大利亚,98100,千克,0,—,938855
2013000,鲜或冷的去骨牛肉,502,美国,38815,千克,0,—,422569
2013000,鲜或冷的去骨牛肉,601,澳大利亚,1859295,千克,0,—,14537811
2022000,冻带骨牛肉,502,美国,15177,千克,0,—,166260
2022000,冻带骨牛肉,601,澳大利亚,4051578,千克,0,—,13720927
2023000,冻去骨牛肉,502,美国,545853,千克,0,—,4216384
2023000,冻去骨牛肉,601,澳大利亚,17201707,千克,0,—,103544059
2032200,冻带骨猪前腿、猪后腿...,303,英国,1492394,千克,0,—,2525854
2032200,冻带骨猪前腿、猪后腿...,304,德国,7262956,千克,0,—,11818967
2032200,冻带骨猪前腿、猪后腿...,502,美国,9066483,千克,0,—,15158850
2032900,其他冻猪肉,303,英国,4841742,千克,0,—,8626805
2032900,其他冻猪肉,304,德国,16756193,千克,0,—,34689222
2032900,其他冻猪肉,502,美国,5737528,千克,0,—,6872967
2042200,鲜或冷的带骨绵羊肉,601,澳大利亚,800,千克,0,—,10362
2042300,鲜或冷的去骨绵羊肉,601,澳大利亚,444,千克,0,—,5441
2043000,冻整头及半头羔羊肉,145,哈萨克斯坦,36684,千克,0,—,176083
2044200,冻带骨绵羊肉,358,塞尔维亚,21,千克,0,—,562
2044200,冻带骨绵羊肉,601,澳大利亚,11813758,千克,0,—,52046615
2044300,冻去骨绵羊肉,601,澳大利亚,1106377,千克,0,—,4038181
2062100,冻牛舌,502,美国,3872,千克,0,—,46371
2062900,其他冻牛杂碎,502,美国,6883,千克,0,—,15471
2062900,其他冻牛杂碎,601,澳大利亚,513218,千克,0,—,1735034
2064900,其他冻猪杂碎,303,英国,3583419,千克,0,—,5669613
2064900,其他冻猪杂碎,304,德国,14459132,千克,0,—,28560889
2064900,其他冻猪杂碎,502,美国,15877287,千克,0,—,23231423
2069000,其他冻杂碎（牛、猪杂...,601,澳大利亚,176065,千克,0,—,546188
2071411,带骨的冻鸡块,136,泰国,2387911,千克,0,—,4503876
2071411,带骨的冻鸡块,344,俄罗斯,27900,千克,0,—,48970
2071419,其他冻鸡块,136,泰国,659040,千克,0,—,1537334
2071421,冻鸡翼（不包括翼尖）,136,泰国,1950396,千克,0,—,7929022
2071421,冻鸡翼（不包括翼尖）,344,俄罗斯,315156,千克,0,—,1038647
2071422,冻鸡爪,136,泰国,1550184,千克,0,—,5468043
2071422,冻鸡爪,344,俄罗斯,322206,千克,0,—,687852
2071429,其他冻鸡杂碎,136,泰国,586968,千克,0,—,1638095
2091000,未炼制或用其他方法提...,303,英国,314960,千克,0,—,331847
2091000,未炼制或用其他方法提...,304,德国,3307903,千克,0,—,4834682
2091000,未炼制或用其他方法提...,502,美国,201859,千克,0,—,284482
3011100,淡水观赏鱼,111,印度,60,千克,0,—,1607
3011100,淡水观赏鱼,112,印度尼西亚,4495,千克,0,—,815396
3011100,淡水观赏鱼,116,日本,117,千克,0,—,6105
3011100,淡水观赏鱼,122,马来西亚,4367,千克,0,—,1046652
