商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1022100,改良种用家牛,601,澳大利亚,2806400,千克,10420,头,31817918
1022900,其他家牛，改良种用除...,601,澳大利亚,4791800,千克,18332,头,50218379
1061990,"未列名哺乳动物,改良...",502,美国,35,千克,818,只,207899
1064910,改良种用昆虫,502,美国,0,千克,480,只,542
1064990,"其他昆虫,改良种用除...",304,德国,0,千克,2,只,144
1064990,"其他昆虫,改良种用除...",502,美国,3,千克,6209,只,5850
1069090,"其他活动物,改良种用...",502,美国,0,千克,41,只,623
2012000,鲜或冷的带骨牛肉,502,美国,35019,千克,0,—,833102
2012000,鲜或冷的带骨牛肉,601,澳大利亚,33187,千克,0,—,619738
2013000,鲜或冷的去骨牛肉,502,美国,977652,千克,0,—,15545549
2013000,鲜或冷的去骨牛肉,601,澳大利亚,1966212,千克,0,—,28031233
2022000,冻带骨牛肉,234,纳米比亚,88847,千克,0,—,328244
2022000,冻带骨牛肉,344,俄罗斯,458002,千克,0,—,1580955
2022000,冻带骨牛肉,358,塞尔维亚,150821,千克,0,—,297836
2022000,冻带骨牛肉,502,美国,3110328,千克,0,—,22552316
2022000,冻带骨牛肉,601,澳大利亚,3333293,千克,0,—,11022958
2023000,冻去骨牛肉,145,哈萨克斯坦,19262,千克,0,—,122817
2023000,冻去骨牛肉,234,纳米比亚,135444,千克,0,—,856582
2023000,冻去骨牛肉,344,俄罗斯,1664514,千克,0,—,14034709
2023000,冻去骨牛肉,358,塞尔维亚,199405,千克,0,—,1286813
2023000,冻去骨牛肉,502,美国,12455992,千克,0,—,129476841
2023000,冻去骨牛肉,601,澳大利亚,13523795,千克,0,—,135968846
2032200,冻带骨猪前腿、猪后腿...,303,英国,2190057,千克,0,—,4052929
2032200,冻带骨猪前腿、猪后腿...,502,美国,5965553,千克,0,—,11085182
2032900,其他冻猪肉,303,英国,3434449,千克,0,—,6964773
2032900,其他冻猪肉,502,美国,4754955,千克,0,—,5781647
2043000,冻整头及半头羔羊肉,601,澳大利亚,26388,千克,0,—,153053
2044100,冻整头及半头绵羊肉,601,澳大利亚,50998,千克,0,—,255781
2044200,冻带骨绵羊肉,601,澳大利亚,11361577,千克,0,—,58798760
