商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012900,"其他马,改良种用除外",309,荷兰,27100,千克,81,头,980278
1051110,"改良种用鸡,改良种用...",501,加拿大,1346,千克,33724,只,801981
1061110,改良种用灵长目动物,312,西班牙,80,千克,1,只,49649
1061221,改良种用海豹、海狮及...,444,乌拉圭,405,千克,16,只,144000
1061229,其他海豹、海狮及海象...,444,乌拉圭,280,千克,12,只,74623
1061390,其他骆驼及其他骆驼科...,309,荷兰,3000,千克,100,只,175465
1061910,其他改良种用哺乳动物,244,南非,4000,千克,4,只,300000
1061910,其他改良种用哺乳动物,309,荷兰,80,千克,35,只,34403
1061910,其他改良种用哺乳动物,315,奥地利,15,千克,5,只,5015
1061990,"未列名哺乳动物,改良...",244,南非,56350,千克,110,只,853372
1061990,"未列名哺乳动物,改良...",312,西班牙,1,千克,3,只,4302
1061990,"未列名哺乳动物,改良...",444,乌拉圭,255,千克,15,只,45000
1061990,"未列名哺乳动物,改良...",501,加拿大,1,千克,37,只,1189
1062020,食用爬行动物,129,菲律宾,5237,千克,5718,只,19873
1062090,未列名爬行动物,244,南非,14,千克,140,只,2938
1063990,未列名鸟,233,莫桑比克,100,千克,1800,只,11038
1064190,"其他蜂,改良种用除外",301,比利时,547,千克,34100,只,16020
1064990,"其他昆虫,改良种用除...",315,奥地利,0,千克,705,只,1817
2022000,冻带骨牛肉,244,南非,67,千克,0,—,288
2022000,冻带骨牛肉,415,哥斯达黎加,102954,千克,0,—,171596
2022000,冻带骨牛肉,444,乌拉圭,5084025,千克,0,—,9044683
2023000,冻去骨牛肉,244,南非,454,千克,0,—,1982
2023000,冻去骨牛肉,410,巴西,13722240,千克,0,—,61562271
2023000,冻去骨牛肉,415,哥斯达黎加,195835,千克,0,—,1120429
2023000,冻去骨牛肉,444,乌拉圭,8454758,千克,0,—,35551971
2023000,冻去骨牛肉,501,加拿大,300916,千克,0,—,2347022
2032200,冻带骨猪前腿、猪后腿...,301,比利时,123047,千克,0,—,168089
2032200,冻带骨猪前腿、猪后腿...,305,法国,753128,千克,0,—,1365882
2032200,冻带骨猪前腿、猪后腿...,306,爱尔兰,1079306,千克,0,—,1820794
2032200,冻带骨猪前腿、猪后腿...,309,荷兰,2291760,千克,0,—,3846672
2032200,冻带骨猪前腿、猪后腿...,312,西班牙,4735494,千克,0,—,8167551
2032200,冻带骨猪前腿、猪后腿...,318,芬兰,19992,千克,0,—,15696
2032200,冻带骨猪前腿、猪后腿...,321,匈牙利,608249,千克,0,—,1052377
2032200,冻带骨猪前腿、猪后腿...,410,巴西,310890,千克,0,—,541625
2032200,冻带骨猪前腿、猪后腿...,429,墨西哥,13370,千克,0,—,20056
2032200,冻带骨猪前腿、猪后腿...,501,加拿大,3319791,千克,0,—,5766866
2032900,其他冻猪肉,301,比利时,497710,千克,0,—,942995
2032900,其他冻猪肉,305,法国,2452923,千克,0,—,5514431
2032900,其他冻猪肉,306,爱尔兰,1629791,千克,0,—,2891726
2032900,其他冻猪肉,309,荷兰,5015645,千克,0,—,9166057
2032900,其他冻猪肉,312,西班牙,13325763,千克,0,—,23766411
