商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012900,其他马，改良种用除外,309,荷兰,6200,千克,36,头,205973
1022900,其他家牛，改良种用除...,444,乌拉圭,4442125,千克,13695,头,20351590
1051110,改良种用鸡，改良种用...,501,加拿大,1042,千克,26039,只,1123978
1063990,未列名鸟,312,西班牙,80,千克,159,只,104412
2013000,鲜或冷的去骨牛肉,309,荷兰,406,千克,0,—,11443
2022000,冻带骨牛肉,244,南非,239176,千克,0,—,812539
2022000,冻带骨牛肉,321,匈牙利,64643,千克,0,—,134588
2022000,冻带骨牛肉,340,白俄罗斯,2790642,千克,0,—,10591546
2022000,冻带骨牛肉,415,哥斯达黎加,560141,千克,0,—,1973813
2022000,冻带骨牛肉,444,乌拉圭,15992097,千克,0,—,52111813
2023000,冻去骨牛肉,244,南非,320562,千克,0,—,2171231
2023000,冻去骨牛肉,305,法国,68084,千克,0,—,461598
2023000,冻去骨牛肉,309,荷兰,26860,千克,0,—,190836
2023000,冻去骨牛肉,321,匈牙利,112437,千克,0,—,662142
2023000,冻去骨牛肉,340,白俄罗斯,1772884,千克,0,—,11424430
2023000,冻去骨牛肉,408,玻利维亚,453542,千克,0,—,3088153
2023000,冻去骨牛肉,410,巴西,13997004,千克,0,—,88706958
2023000,冻去骨牛肉,415,哥斯达黎加,1261633,千克,0,—,8543792
2023000,冻去骨牛肉,429,墨西哥,34648,千克,0,—,245891
2023000,冻去骨牛肉,444,乌拉圭,22902762,千克,0,—,147117002
2023000,冻去骨牛肉,501,加拿大,1044815,千克,0,—,10289662
2032200,冻带骨猪前腿、猪后腿...,305,法国,977864,千克,0,—,1936586
2032200,冻带骨猪前腿、猪后腿...,306,爱尔兰,1382290,千克,0,—,2599921
2032200,冻带骨猪前腿、猪后腿...,309,荷兰,2983088,千克,0,—,6104221
2032200,冻带骨猪前腿、猪后腿...,312,西班牙,12498179,千克,0,—,24438466
2032200,冻带骨猪前腿、猪后腿...,315,奥地利,262459,千克,0,—,437143
2032200,冻带骨猪前腿、猪后腿...,318,芬兰,290046,千克,0,—,439097
2032200,冻带骨猪前腿、猪后腿...,410,巴西,1265259,千克,0,—,2422921
2032200,冻带骨猪前腿、猪后腿...,415,哥斯达黎加,6908,千克,0,—,7624
2032200,冻带骨猪前腿、猪后腿...,429,墨西哥,751977,千克,0,—,1424934
2032200,冻带骨猪前腿、猪后腿...,501,加拿大,3471826,千克,0,—,6521050
2032900,其他冻猪肉,305,法国,5095202,千克,0,—,13119608
2032900,其他冻猪肉,306,爱尔兰,2637983,千克,0,—,5936474
2032900,其他冻猪肉,307,意大利,979570,千克,0,—,2263989
2032900,其他冻猪肉,309,荷兰,6061492,千克,0,—,13554404
2032900,其他冻猪肉,312,西班牙,34834128,千克,0,—,81672391
2032900,其他冻猪肉,315,奥地利,1198081,千克,0,—,2488780
2032900,其他冻猪肉,318,芬兰,249045,千克,0,—,422192
2032900,其他冻猪肉,410,巴西,27106446,千克,0,—,57236140
2032900,其他冻猪肉,415,哥斯达黎加,4827,千克,0,—,4780
2032900,其他冻猪肉,429,墨西哥,1061144,千克,0,—,1738710
2032900,其他冻猪肉,501,加拿大,2629096,千克,0,—,5649802
2043000,冻整头及半头羔羊肉,444,乌拉圭,980554,千克,0,—,6139080
2044100,冻整头及半头绵羊肉,444,乌拉圭,111957,千克,0,—,587382
2044200,冻带骨绵羊肉,444,乌拉圭,435444,千克,0,—,2422739
2044300,冻去骨绵羊肉,444,乌拉圭,67006,千克,0,—,260815
2050000,鲜、冷、冻的马、驴、...,410,巴西,194302,千克,0,—,505182
