商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,309,荷兰,6200,千克,36,头,1304562
1022900,其他家牛，改良种用除...,444,乌拉圭,4442125,千克,13695,头,129672190
1051110,改良种用鸡，改良种用...,501,加拿大,1042,千克,26039,只,7118902
1063990,未列名鸟,312,西班牙,80,千克,159,只,661310
2013000,鲜或冷的去骨牛肉,309,荷兰,406,千克,0,—,72475
2022000,冻带骨牛肉,244,南非,239176,千克,0,—,5177710
2022000,冻带骨牛肉,321,匈牙利,64643,千克,0,—,861395
2022000,冻带骨牛肉,340,白俄罗斯,2790642,千克,0,—,67495860
2022000,冻带骨牛肉,415,哥斯达黎加,560141,千克,0,—,12582172
2022000,冻带骨牛肉,444,乌拉圭,15992097,千克,0,—,332290427
2023000,冻去骨牛肉,244,南非,320562,千克,0,—,13837376
2023000,冻去骨牛肉,305,法国,68084,千克,0,—,2923663
2023000,冻去骨牛肉,309,荷兰,26860,千克,0,—,1208693
2023000,冻去骨牛肉,321,匈牙利,112437,千克,0,—,4214982
2023000,冻去骨牛肉,340,白俄罗斯,1772884,千克,0,—,72793350
2023000,冻去骨牛肉,408,玻利维亚,453542,千克,0,—,19728706
2023000,冻去骨牛肉,410,巴西,13997004,千克,0,—,565925249
2023000,冻去骨牛肉,415,哥斯达黎加,1261633,千克,0,—,54483064
2023000,冻去骨牛肉,429,墨西哥,34648,千克,0,—,1570414
2023000,冻去骨牛肉,444,乌拉圭,22902762,千克,0,—,938079515
2023000,冻去骨牛肉,501,加拿大,1044815,千克,0,—,65593238
2032200,冻带骨猪前腿、猪后腿...,305,法国,977864,千克,0,—,12330482
2032200,冻带骨猪前腿、猪后腿...,306,爱尔兰,1382290,千克,0,—,16578909
2032200,冻带骨猪前腿、猪后腿...,309,荷兰,2983088,千克,0,—,38939647
2032200,冻带骨猪前腿、猪后腿...,312,西班牙,12498179,千克,0,—,155841498
2032200,冻带骨猪前腿、猪后腿...,315,奥地利,262459,千克,0,—,2778278
2032200,冻带骨猪前腿、猪后腿...,318,芬兰,290046,千克,0,—,2797696
2032200,冻带骨猪前腿、猪后腿...,410,巴西,1265259,千克,0,—,15453724
2032200,冻带骨猪前腿、猪后腿...,415,哥斯达黎加,6908,千克,0,—,48576
2032200,冻带骨猪前腿、猪后腿...,429,墨西哥,751977,千克,0,—,9091381
2032200,冻带骨猪前腿、猪后腿...,501,加拿大,3471826,千克,0,—,41588495
2032900,其他冻猪肉,305,法国,5095202,千克,0,—,83578641
