商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,"其他马,改良种用除外",303,英国,3600,千克,9,头,1042903
1012900,"其他马,改良种用除外",304,德国,4400,千克,11,头,2068106
1022100,改良种用家牛,601,澳大利亚,270420,千克,853,头,12421484
1022900,"其他家牛,改良种用除...",601,澳大利亚,963758,千克,1874,头,22669246
1031000,改良种用猪,502,美国,120385,千克,2064,头,24259572
1061190,"其他灵长目动物,改良...",441,苏里南,80,千克,65,只,258426
1061211,改良种用鲸、海豚及鼠...,344,俄罗斯,3000,千克,2,只,114900042
1061221,改良种用海豹、海狮及...,202,安哥拉,100,千克,4,只,397578
1061221,改良种用海豹、海狮及...,344,俄罗斯,1679,千克,10,只,1995195
1061910,其他改良种用哺乳动物,424,圭亚那,80,千克,6,只,239263
1061910,其他改良种用哺乳动物,441,苏里南,65,千克,2,只,624741
1061910,其他改良种用哺乳动物,502,美国,7000,千克,14,只,1577059
1061990,"未列名哺乳动物,改良...",110,中国香港,0,千克,6,只,1327
1061990,"未列名哺乳动物,改良...",116,日本,14,千克,460,只,1198542
1061990,"未列名哺乳动物,改良...",143,中国台湾,282,千克,1616,只,455803
1061990,"未列名哺乳动物,改良...",303,英国,0,千克,10,只,27233
1061990,"未列名哺乳动物,改良...",304,德国,0,千克,6,只,2859
1061990,"未列名哺乳动物,改良...",424,圭亚那,43,千克,7,只,69785
1061990,"未列名哺乳动物,改良...",502,美国,150,千克,1540,只,2145597
1061990,"未列名哺乳动物,改良...",601,澳大利亚,5,千克,179,只,23722
1062020,食用爬行动物,112,印度尼西亚,17150,千克,7200,只,672366
1062020,食用爬行动物,136,泰国,240,千克,240,只,6361
1062020,食用爬行动物,141,越南,57000,千克,2400,只,874673
1062020,食用爬行动物,143,中国台湾,28147,千克,19014,只,374125
1062090,未列名爬行动物,502,美国,499,千克,9103,只,234868
1063210,改良种用鹦形目鸟,424,圭亚那,22,千克,22,只,77893
1063290,"其他鹦形目鸟,改良种...",136,泰国,90,千克,100,只,199385
1063290,"其他鹦形目鸟,改良种...",424,圭亚那,284,千克,189,只,362217
1063290,"其他鹦形目鸟,改良种...",441,苏里南,385,千克,315,只,1332430
1063910,其他改良种用鸟,424,圭亚那,39,千克,44,只,326712
1063990,未列名鸟,136,泰国,4,千克,7,只,17679
1063990,未列名鸟,424,圭亚那,28,千克,14,只,58221
1063990,未列名鸟,441,苏里南,114,千克,71,只,396964
1064910,改良种用昆虫,502,美国,1,千克,2080,只,1582
1064990,"其他昆虫,改良种用除...",502,美国,13,千克,9529,只,27158
1069090,"其他活动物,改良种用...",112,印度尼西亚,125,千克,1000,只,26505
1069090,"其他活动物,改良种用...",143,中国台湾,9,千克,900,只,1675
2012000,鲜或冷的带骨牛肉,502,美国,4178,千克,0,—,706414
2012000,鲜或冷的带骨牛肉,601,澳大利亚,38203,千克,0,—,3696074
2013000,鲜或冷的去骨牛肉,502,美国,51525,千克,0,—,5279277
2013000,鲜或冷的去骨牛肉,601,澳大利亚,639344,千克,0,—,45351301
2022000,冻带骨牛肉,502,美国,53956,千克,0,—,2013121
2022000,冻带骨牛肉,601,澳大利亚,1586105,千克,0,—,34442498
2023000,冻去骨牛肉,502,美国,530664,千克,0,—,34035960
2023000,冻去骨牛肉,601,澳大利亚,10381709,千克,0,—,394675335
2032200,冻带骨猪前腿、猪后腿...,303,英国,1113346,千克,0,—,13593276
2032200,冻带骨猪前腿、猪后腿...,304,德国,10825458,千克,0,—,122175234
2032200,冻带骨猪前腿、猪后腿...,502,美国,3263043,千克,0,—,40482472
2032900,其他冻猪肉,303,英国,2563475,千克,0,—,23676468
2032900,其他冻猪肉,304,德国,17619525,千克,0,—,238026955
2032900,其他冻猪肉,502,美国,9941812,千克,0,—,120681988
2042200,鲜或冷的带骨绵羊肉,601,澳大利亚,3501,千克,0,—,152498
2042300,鲜或冷的去骨绵羊肉,601,澳大利亚,1283,千克,0,—,77441
2044100,冻整头及半头绵羊肉,601,澳大利亚,151152,千克,0,—,3812231
2044200,冻带骨绵羊肉,601,澳大利亚,12632764,千克,0,—,326237409
2044300,冻去骨绵羊肉,601,澳大利亚,902164,千克,0,—,17798071
2062900,其他冻牛杂碎,502,美国,5828,千克,0,—,110416
2062900,其他冻牛杂碎,601,澳大利亚,229179,千克,0,—,5370821
2064900,其他冻猪杂碎,303,英国,1805464,千克,0,—,13269293
2064900,其他冻猪杂碎,304,德国,14440427,千克,0,—,153027913
2064900,其他冻猪杂碎,502,美国,46875883,千克,0,—,703281938
2069000,其他冻杂碎（牛、猪杂...,601,澳大利亚,145178,千克,0,—,2551955
2101900,其他干、熏、盐腌或盐...,502,美国,2763,千克,0,—,224286
2109900,其他干、熏、盐腌或盐...,601,澳大利亚,1450,千克,0,—,395433
3011100,淡水观赏鱼,111,印度,413,千克,0,—,64787
3011100,淡水观赏鱼,112,印度尼西亚,7322,千克,0,—,5780518
3011100,淡水观赏鱼,116,日本,85,千克,0,—,99143
3011100,淡水观赏鱼,122,马来西亚,4168,千克,0,—,6460752
3011100,淡水观赏鱼,132,新加坡,413,千克,0,—,462961
3011100,淡水观赏鱼,136,泰国,4121,千克,0,—,467163
3011100,淡水观赏鱼,143,中国台湾,646,千克,0,—,129621
3011100,淡水观赏鱼,304,德国,196,千克,0,—,14616
3011100,淡水观赏鱼,441,苏里南,66,千克,0,—,26458
3011100,淡水观赏鱼,601,澳大利亚,23,千克,0,—,7975
3011900,其他观赏鱼,112,印度尼西亚,5209,千克,0,—,588828
3011900,其他观赏鱼,143,中国台湾,624,千克,0,—,89218
3011900,其他观赏鱼,502,美国,370,千克,0,—,63265
3019210,鳗鱼苗,110,中国香港,1540,千克,0,—,1443882
3019290,"其他活鳗鱼,鱼苗除外",111,印度,1479,千克,0,—,66082
3019290,"其他活鳗鱼,鱼苗除外",112,印度尼西亚,1007,千克,0,—,66886
3019290,"其他活鳗鱼,鱼苗除外",136,泰国,3809,千克,0,—,212114
3019290,"其他活鳗鱼,鱼苗除外",141,越南,42,千克,0,—,3908
3019290,"其他活鳗鱼,鱼苗除外",601,澳大利亚,1188,千克,0,—,107773
3019911,鲈鱼苗,143,中国台湾,1752,千克,0,—,424868
3019911,鲈鱼苗,601,澳大利亚,80,千克,0,—,152093
3019919,其他鱼苗,143,中国台湾,3512,千克,0,—,251839
3019999,其他活鱼,112,印度尼西亚,415938,千克,0,—,11325776
3019999,其他活鱼,136,泰国,9617,千克,0,—,381356
3019999,其他活鱼,141,越南,18830,千克,0,—,1165253
3019999,其他活鱼,143,中国台湾,383084,千克,0,—,10581518
3021410,鲜或冷的大西洋鲑鱼,303,英国,216465,千克,0,—,12039819
3021410,鲜或冷的大西洋鲑鱼,601,澳大利亚,1996003,千克,0,—,102091326
3022900,其他鲜或冷的比目鱼,133,韩国,43470,千克,0,—,699585
3023100,鲜或冷的长鳍金枪鱼,116,日本,104,千克,0,—,7751
3023200,鲜或冷的黄鳍金枪鱼,112,印度尼西亚,3616,千克,0,—,223054
3023200,鲜或冷的黄鳍金枪鱼,143,中国台湾,493,千克,0,—,21603
3023300,鲜或冷的鲣鱼或狐鲣,116,日本,174,千克,0,—,41899
3023400,鲜或冷的大眼金枪鱼,112,印度尼西亚,575,千克,0,—,40133
3023520,鲜或冷的太平洋蓝鳍金...,116,日本,26306,千克,0,—,6110776
3024100,鲜或冷的鲱鱼,133,韩国,15320,千克,0,—,81456
3024400,鲜或冷的鲭鱼,116,日本,1469,千克,0,—,186502
3024500,鲜或冷的对称竹荚鱼、...,116,日本,5978,千克,0,—,815102
3024900,鲜或冷的印度鲭、马鲛...,112,印度尼西亚,26728,千克,0,—,1476685
3027200,鲜或冷的鲶鱼,143,中国台湾,2610,千克,0,—,8672
3027400,鲜或冷的鳗鱼,116,日本,19,千克,0,—,3150
3028910,鲜或冷的带鱼,112,印度尼西亚,9362,千克,0,—,196635
3028910,鲜或冷的带鱼,116,日本,991,千克,0,—,122954
3028910,鲜或冷的带鱼,143,中国台湾,2280493,千克,0,—,18186290
3028920,鲜或冷的黄鱼,133,韩国,376,千克,0,—,12353
3028930,鲜或冷的鲳鱼,111,印度,9158,千克,0,—,779856
3028930,鲜或冷的鲳鱼,112,印度尼西亚,34146,千克,0,—,2877310
3028930,鲜或冷的鲳鱼,116,日本,190,千克,0,—,15549
3028990,其他鲜或冷的鱼,111,印度,111,千克,0,—,3836
3028990,其他鲜或冷的鱼,112,印度尼西亚,292,千克,0,—,15976
3028990,其他鲜或冷的鱼,116,日本,22322,千克,0,—,2818840
3028990,其他鲜或冷的鱼,143,中国台湾,574941,千克,0,—,6841039
3028990,其他鲜或冷的鱼,601,澳大利亚,2555,千克,0,—,220967
3031100,冻红大麻哈鱼,502,美国,293832,千克,0,—,10662357
3031200,其他冻大麻哈鱼,116,日本,904762,千克,0,—,24628237
3031200,其他冻大麻哈鱼,344,俄罗斯,7115044,千克,0,—,138211751
3031200,其他冻大麻哈鱼,502,美国,3593826,千克,0,—,75357697
3031300,冻大西洋鲑鱼及多瑙哲...,116,日本,23600,千克,0,—,103776
3031300,冻大西洋鲑鱼及多瑙哲...,303,英国,24000,千克,0,—,195398
3031900,其他冻鲑科鱼,141,越南,497807,千克,0,—,25885964
3031900,其他冻鲑科鱼,344,俄罗斯,32393,千克,0,—,376912
3032300,冻罗非鱼,143,中国台湾,70,千克,0,—,1050
3032400,冻鲶鱼,141,越南,883048,千克,0,—,10524227
3032500,冻鲤科鱼,145,哈萨克斯坦,1920,千克,0,—,16539
3032500,冻鲤科鱼,344,俄罗斯,86423,千克,0,—,1486602
3032600,冻鳗鱼,111,印度,55000,千克,0,—,284457
3032600,冻鳗鱼,112,印度尼西亚,1848,千克,0,—,28002
3032600,冻鳗鱼,113,伊朗,19750,千克,0,—,249398
3033110,冻格陵兰庸鲽鱼,304,德国,23374,千克,0,—,1068694
3033110,冻格陵兰庸鲽鱼,344,俄罗斯,127977,千克,0,—,6112556
