商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1022100,改良种用家牛,412,智利,960850,千克,3494,头,52704155
1022900,其他家牛，改良种用除...,412,智利,2705270,千克,9872,头,123143318
1022900,其他家牛，改良种用除...,609,新西兰,2684160,千克,9632,头,102982125
1061990,"未列名哺乳动物,改良...",302,丹麦,12,千克,74,只,111635
1064990,"其他昆虫,改良种用除...",331,瑞士,0,千克,51,只,827
2012000,鲜或冷的带骨牛肉,609,新西兰,1406,千克,0,—,103934
2013000,鲜或冷的去骨牛肉,402,阿根廷,279789,千克,0,—,10812737
2013000,鲜或冷的去骨牛肉,609,新西兰,797425,千克,0,—,36033775
2021000,冻整头及半头牛肉,609,新西兰,33969,千克,0,—,632966
2022000,冻带骨牛肉,335,拉脱维亚,23706,千克,0,—,534543
2022000,冻带骨牛肉,402,阿根廷,11073598,千克,0,—,183351265
2022000,冻带骨牛肉,412,智利,1048635,千克,0,—,27183464
2022000,冻带骨牛肉,432,巴拿马,138844,千克,0,—,2919143
2022000,冻带骨牛肉,609,新西兰,4302206,千克,0,—,99056731
2023000,冻去骨牛肉,347,乌克兰,1073972,千克,0,—,33306983
2023000,冻去骨牛肉,402,阿根廷,33898494,千克,0,—,1064176130
2023000,冻去骨牛肉,412,智利,195048,千克,0,—,7408289
2023000,冻去骨牛肉,432,巴拿马,61948,千克,0,—,2068996
2023000,冻去骨牛肉,609,新西兰,11471788,千克,0,—,444487560
2032190,其他冻整头及半头猪肉,402,阿根廷,246123,千克,0,—,4351834
2032200,冻带骨猪前腿、猪后腿...,302,丹麦,12990310,千克,0,—,206938272
2032200,冻带骨猪前腿、猪后腿...,311,葡萄牙,1061793,千克,0,—,18046212
2032200,冻带骨猪前腿、猪后腿...,402,阿根廷,1057668,千克,0,—,17276744
2032200,冻带骨猪前腿、猪后腿...,412,智利,4940231,千克,0,—,91309575
2032900,其他冻猪肉,302,丹麦,22482919,千克,0,—,451364722
2032900,其他冻猪肉,311,葡萄牙,1169257,千克,0,—,19513228
2032900,其他冻猪肉,331,瑞士,95200,千克,0,—,2295310
2032900,其他冻猪肉,402,阿根廷,1097735,千克,0,—,19100106
2032900,其他冻猪肉,412,智利,11614834,千克,0,—,220619944
2042200,鲜或冷的带骨绵羊肉,609,新西兰,7681,千克,0,—,1199454
2042300,鲜或冷的去骨绵羊肉,609,新西兰,10477,千克,0,—,940597
2043000,冻整头及半头羔羊肉,402,阿根廷,23841,千克,0,—,976677
2043000,冻整头及半头羔羊肉,412,智利,86259,千克,0,—,3545993
2043000,冻整头及半头羔羊肉,609,新西兰,1239180,千克,0,—,57201844
2044100,冻整头及半头绵羊肉,609,新西兰,1766575,千克,0,—,69158941
2044200,冻带骨绵羊肉,402,阿根廷,92831,千克,0,—,3280403
2044200,冻带骨绵羊肉,412,智利,340548,千克,0,—,12888727
2044200,冻带骨绵羊肉,609,新西兰,15005991,千克,0,—,617694342
2044300,冻去骨绵羊肉,402,阿根廷,7348,千克,0,—,306955
2044300,冻去骨绵羊肉,609,新西兰,706336,千克,0,—,22798370
2045000,鲜、冷、冻山羊肉,609,新西兰,1580,千克,0,—,80989
2062900,其他冻牛杂碎,609,新西兰,491588,千克,0,—,15006683
2064100,冻猪肝,302,丹麦,54074,千克,0,—,259868
2064100,冻猪肝,412,智利,98381,千克,0,—,531847
2064900,其他冻猪杂碎,302,丹麦,13712279,千克,0,—,221262363
2064900,其他冻猪杂碎,311,葡萄牙,49465,千克,0,—,1027279
2064900,其他冻猪杂碎,331,瑞士,176960,千克,0,—,3946521
2064900,其他冻猪杂碎,412,智利,4318181,千克,0,—,68252128
2069000,其他冻杂碎（牛、猪杂...,402,阿根廷,890,千克,0,—,26322
2069000,其他冻杂碎（牛、猪杂...,609,新西兰,223620,千克,0,—,8946277
2071200,整只鸡，冻的,402,阿根廷,475523,千克,0,—,4257023
2071411,带骨的冻鸡块,402,阿根廷,134985,千克,0,—,1276862
2071421,冻鸡翼（不包括翼尖）,402,阿根廷,4246124,千克,0,—,49913297
2071421,冻鸡翼（不包括翼尖）,412,智利,347699,千克,0,—,4878073
2071422,冻鸡爪,402,阿根廷,3889101,千克,0,—,72343395
2071422,冻鸡爪,412,智利,1922272,千克,0,—,44066337
2071429,其他冻鸡杂碎,402,阿根廷,401055,千克,0,—,2626931
2071429,其他冻鸡杂碎,412,智利,431258,千克,0,—,2066192
2072700,火鸡块及杂碎，冻的,412,智利,359941,千克,0,—,3573901
2089090,其他鲜、冷、冻的肉及...,609,新西兰,172265,千克,0,—,8516751
2091000,未炼制或用其他方法提...,302,丹麦,1029200,千克,0,—,14059945
2091000,未炼制或用其他方法提...,412,智利,1853650,千克,0,—,26027446
3011100,淡水观赏鱼,247,坦桑尼亚,601,千克,0,—,139999
3011100,淡水观赏鱼,413,哥伦比亚,890,千克,0,—,688911
3011100,淡水观赏鱼,434,秘鲁,345,千克,0,—,387877
3011900,其他观赏鱼,134,斯里兰卡,415,千克,0,—,365635
3019290,其他活鳗鱼，鱼苗除外,106,缅甸,28128,千克,0,—,1381929
3019290,其他活鳗鱼，鱼苗除外,609,新西兰,4200,千克,0,—,305166
3019999,其他活鱼,103,孟加拉国,119925,千克,0,—,3007406
3019999,其他活鱼,106,缅甸,215311,千克,0,—,5351522
3021300,鲜或冷的大麻哈鱼,609,新西兰,45321,千克,0,—,4507585
3021410,鲜或冷的大西洋鲑鱼,412,智利,248267,千克,0,—,16517809
3023600,鲜或冷的南方蓝鳍金枪...,609,新西兰,1022,千克,0,—,107448
3028990,其他鲜或冷的鱼,106,缅甸,8138,千克,0,—,287510
3028990,其他鲜或冷的鱼,134,斯里兰卡,7784,千克,0,—,300111
3031310,冻大西洋鲑鱼,412,智利,55094,千克,0,—,2841487
3031400,冻鳟鱼,302,丹麦,60327,千克,0,—,2128174
3033110,冻马舌鲽(格陵兰庸鲽...,311,葡萄牙,334133,千克,0,—,10876771
3033110,冻马舌鲽(格陵兰庸鲽...,322,冰岛,244593,千克,0,—,9575126
3033110,冻马舌鲽(格陵兰庸鲽...,334,爱沙尼亚,142913,千克,0,—,4445709
3033300,冻鳎鱼,106,缅甸,3700,千克,0,—,46130
3033900,其他冻比目鱼,103,孟加拉国,26198,千克,0,—,172623
3033900,其他冻比目鱼,609,新西兰,5000,千克,0,—,144175
3034200,冻黄鳍金枪鱼,620,密克罗尼西亚联邦,5000,千克,0,—,59272
3034300,冻鲣鱼或狐鲣,419,厄瓜多尔,400,千克,0,—,2050
3034300,冻鲣鱼或狐鲣,620,密克罗尼西亚联邦,1475000,千克,0,—,12192441
3035100,冻鲱鱼,334,爱沙尼亚,127050,千克,0,—,733215
3035300,冻的沙丁鱼、小沙丁鱼...,334,爱沙尼亚,27720,千克,0,—,97194
3035400,冻鲭鱼,322,冰岛,304100,千克,0,—,3460181
3035400,冻鲭鱼,419,厄瓜多尔,1000,千克,0,—,3524
3035500,冻的对称竹荚鱼、新西...,609,新西兰,127594,千克,0,—,2192275
3035990,冻鳀鱼(鳀属）、冻印...,322,冰岛,3294061,千克,0,—,66037154
3036300,冻鳕鱼,322,冰岛,10866,千克,0,—,202524
3036400,冻黑线鳕鱼,322,冰岛,8986,千克,0,—,109731
3036600,冻狗鳕鱼,402,阿根廷,24027,千克,0,—,392704
3036600,冻狗鳕鱼,609,新西兰,3120,千克,0,—,38075
3036800,冻蓝鳕鱼,609,新西兰,109375,千克,0,—,1016866
3036900,其他冻的犀鳕科、多丝...,609,新西兰,278008,千克,0,—,1283525
3038100,冻角鲨及其他鲨鱼,609,新西兰,832,千克,0,—,5347
3038200,冻魟鱼及鳐鱼,609,新西兰,2820,千克,0,—,28998
3038300,冻南极犬牙鱼,402,阿根廷,44401,千克,0,—,5189764
3038300,冻南极犬牙鱼,412,智利,18181,千克,0,—,1622764
3038910,冻带鱼,106,缅甸,285880,千克,0,—,4105851
3038910,冻带鱼,419,厄瓜多尔,36910,千克,0,—,348582
3038920,冻黄鱼,106,缅甸,9400,千克,0,—,221700
3038930,冻鲳鱼(银鲳除外),419,厄瓜多尔,73000,千克,0,—,715062
3038990,未列名冻鱼,106,缅甸,304827,千克,0,—,4020298
3038990,未列名冻鱼,134,斯里兰卡,64244,千克,0,—,851699
3038990,未列名冻鱼,232,摩洛哥,78350,千克,0,—,1588844
3038990,未列名冻鱼,311,葡萄牙,106353,千克,0,—,925314
3038990,未列名冻鱼,322,冰岛,519989,千克,0,—,5899879
3038990,未列名冻鱼,334,爱沙尼亚,24045,千克,0,—,154963
3038990,未列名冻鱼,412,智利,24127,千克,0,—,603202
3038990,未列名冻鱼,419,厄瓜多尔,250020,千克,0,—,2395955
3038990,未列名冻鱼,603,斐济,14210,千克,0,—,217744
3038990,未列名冻鱼,609,新西兰,528220,千克,0,—,11852392
3039100,冻的鱼肝、鱼卵及鱼精,322,冰岛,212600,千克,0,—,22438367
3039100,冻的鱼肝、鱼卵及鱼精,434,秘鲁,357860,千克,0,—,32096733
3039900,其他冻的可食用鱼杂碎,302,丹麦,50582,千克,0,—,431772
3039900,其他冻的可食用鱼杂碎,311,葡萄牙,88901,千克,0,—,1727886
3039900,其他冻的可食用鱼杂碎,322,冰岛,1349747,千克,0,—,15923492
3039900,其他冻的可食用鱼杂碎,334,爱沙尼亚,16354,千克,0,—,413675
3039900,其他冻的可食用鱼杂碎,412,智利,1132,千克,0,—,10912
3039900,其他冻的可食用鱼杂碎,609,新西兰,36094,千克,0,—,1529720
3047100,冻鳕鱼鱼片,322,冰岛,42887,千克,0,—,3081562
3047300,冻绿青鳕鱼鱼片,322,冰岛,6075,千克,0,—,159601
3047900,其他冻的犀鳕科、多丝...,402,阿根廷,414473,千克,0,—,8217841
3049500,冻的犀鳕科、多丝真鳕...,322,冰岛,148677,千克,0,—,955324
3049900,其他冻鱼肉,106,缅甸,19000,千克,0,—,348023
3049900,其他冻鱼肉,412,智利,20460,千克,0,—,553812
3055990,其他干鱼,106,缅甸,20590,千克,0,—,423464
3061100,冻的岩礁虾和其他龙虾,416,古巴,47040,千克,0,—,6390636
3061490,其他冻蟹,106,缅甸,15168,千克,0,—,667772
3061490,其他冻蟹,412,智利,46780,千克,0,—,1804967
3061612,其他冻北方长额小虾,302,丹麦,161226,千克,0,—,4857416
3061612,其他冻北方长额小虾,334,爱沙尼亚,84671,千克,0,—,2202022
3061719,其他冻小虾,402,阿根廷,319277,千克,0,—,16083457
3061721,其他冻对虾仁,103,孟加拉国,9000,千克,0,—,545653
3061721,其他冻对虾仁,106,缅甸,119719,千克,0,—,2782861
3061721,其他冻对虾仁,419,厄瓜多尔,28,千克,0,—,604
3061729,其他冻对虾,103,孟加拉国,11200,千克,0,—,566973
3061729,其他冻对虾,106,缅甸,101646,千克,0,—,6026478
3061729,其他冻对虾,131,沙特阿拉伯,34560,千克,0,—,790696
3061729,其他冻对虾,134,斯里兰卡,969,千克,0,—,45761
3061729,其他冻对虾,419,厄瓜多尔,22664808,千克,0,—,832675545
3061729,其他冻对虾,434,秘鲁,708488,千克,0,—,26768503
3061729,其他冻对虾,445,委内瑞拉,571400,千克,0,—,16284861
3061990,其他冻甲壳动物，包括...,609,新西兰,67854,千克,0,—,16465190
3063190,活、鲜或冷的岩礁虾和...,106,缅甸,1444,千克,0,—,199158
3063190,活、鲜或冷的岩礁虾和...,134,斯里兰卡,6349,千克,0,—,1165158
