商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,"其他牛,改良种用除外",110,中国香港,827223,千克,1305,头,4593321
1039200,"其他猪,重量≥50k...",110,中国香港,5912579,千克,51962,头,43542264
1051190,"其他鸡,改良种用除外...",110,中国香港,19516,千克,396080,只,202808
1061490,"其他家兔及野兔,改良...",133,韩国,1831,千克,699,只,67464
1061910,其他改良种用哺乳动物,133,韩国,120,千克,12,只,6430
1061990,"未列名哺乳动物,改良...",110,中国香港,0,千克,13,只,1626
1061990,"未列名哺乳动物,改良...",116,日本,138,千克,172,只,23138
1061990,"未列名哺乳动物,改良...",122,马来西亚,328,千克,105,只,9400
1061990,"未列名哺乳动物,改良...",132,新加坡,18,千克,4,只,400
1061990,"未列名哺乳动物,改良...",133,韩国,3120,千克,51354,只,362389
1061990,"未列名哺乳动物,改良...",136,泰国,1040,千克,152,只,15300
1061990,"未列名哺乳动物,改良...",303,英国,73,千克,6,只,600
1061990,"未列名哺乳动物,改良...",304,德国,0,千克,14,只,61
1061990,"未列名哺乳动物,改良...",502,美国,177,千克,877,只,12461
1062020,食用爬行动物,110,中国香港,1500,千克,1050,只,11613
1062020,食用爬行动物,133,韩国,2000,千克,2005,只,46000
1062020,食用爬行动物,141,越南,91724,千克,60966,只,774294
1062090,未列名爬行动物,133,韩国,129,千克,1600,只,2080
1062090,未列名爬行动物,344,俄罗斯,100,千克,10000,只,3000
1064990,"其他昆虫,改良种用除...",110,中国香港,840,千克,840000,只,2170
1069090,"其他活动物,改良种用...",133,韩国,280,千克,420000,只,2240
1069090,"其他活动物,改良种用...",502,美国,9,千克,3,只,3000
2031200,鲜或冷的带骨猪前腿、...,110,中国香港,21184,千克,0,—,196079
2031900,其他鲜或冷的猪肉,110,中国香港,53315,千克,0,—,473317
2032190,其他冻整头及半头猪肉,110,中国香港,13000,千克,0,—,64223
2032900,其他冻猪肉,110,中国香港,702000,千克,0,—,5542947
