商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1061990,"未列名哺乳动物,改良...",129,菲律宾,335,千克,36,只,3700
1061990,"未列名哺乳动物,改良...",305,法国,0,千克,4,只,11
1061990,"未列名哺乳动物,改良...",315,奥地利,0,千克,6,只,6114
1061990,"未列名哺乳动物,改良...",501,加拿大,6,千克,1,只,50
1062090,未列名爬行动物,118,科威特,209,千克,14790,只,8805
1062090,未列名爬行动物,307,意大利,188,千克,31020,只,61245
1064990,"其他昆虫,改良种用除...",301,比利时,1152,千克,946000,只,4234
2023000,冻去骨牛肉,109,朝鲜,20000,千克,0,—,139600
2071411,带骨的冻鸡块,124,蒙古,707694,千克,0,—,1441457
2071419,其他冻鸡块,124,蒙古,791716,千克,0,—,1518015
2071419,其他冻鸡块,127,巴基斯坦,54000,千克,0,—,109460
2071429,其他冻鸡杂碎,124,蒙古,11700,千克,0,—,6953
2074200,整只冻鸭,109,朝鲜,133280,千克,0,—,159936
2074200,整只冻鸭,127,巴基斯坦,24018,千克,0,—,33250
2074500,冻的鸭块及杂碎,109,朝鲜,10000,千克,0,—,14000
2074500,冻的鸭块及杂碎,127,巴基斯坦,21998,千克,0,—,32137
2074500,冻的鸭块及杂碎,147,塔吉克斯坦,408000,千克,0,—,546000
2081020,"冻兔肉,不包括兔头",301,比利时,145000,千克,0,—,682091
2081020,"冻兔肉,不包括兔头",305,法国,78002,千克,0,—,403289
2109900,其他干、熏、盐腌或盐...,501,加拿大,25,千克,0,—,2025
3011100,淡水观赏鱼,129,菲律宾,60,千克,0,—,600
3011100,淡水观赏鱼,138,阿联酋,78,千克,0,—,3000
3011100,淡水观赏鱼,301,比利时,30,千克,0,—,300
3011100,淡水观赏鱼,305,法国,60,千克,0,—,600
3011100,淡水观赏鱼,307,意大利,132,千克,0,—,5131
3011100,淡水观赏鱼,309,荷兰,414,千克,0,—,10948
3011100,淡水观赏鱼,312,西班牙,100,千克,0,—,1000
3011100,淡水观赏鱼,327,波兰,200,千克,0,—,2000
3011100,淡水观赏鱼,501,加拿大,363,千克,0,—,13861
3019999,其他活鱼,129,菲律宾,20,千克,0,—,850
3031300,冻大西洋鲑鱼及多瑙哲...,124,蒙古,1000,千克,0,—,7000
3032300,冻罗非鱼,118,科威特,18720,千克,0,—,56932
3032300,冻罗非鱼,138,阿联酋,95960,千克,0,—,210443
3032300,冻罗非鱼,203,贝宁,26250,千克,0,—,78750
3032300,冻罗非鱼,209,中非,19110,千克,0,—,34780
3032300,冻罗非鱼,220,加纳,1057243,千克,0,—,1966852
3032300,冻罗非鱼,224,肯尼亚,25500,千克,0,—,42775
3032300,冻罗非鱼,233,莫桑比克,103650,千克,0,—,205855
3032300,冻罗非鱼,235,尼日尔,51000,千克,0,—,81150
3032300,冻罗非鱼,244,南非,176800,千克,0,—,255250
3032300,冻罗非鱼,252,刚果民主共和国,260960,千克,0,—,415106
3032300,冻罗非鱼,301,比利时,226778,千克,0,—,328842
3032300,冻罗非鱼,305,法国,200312,千克,0,—,313561
