商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1061990,"未列名哺乳动物,改良...",129,菲律宾,673,千克,59,只,22100
1061990,"未列名哺乳动物,改良...",410,巴西,10,千克,1,只,611
1061990,"未列名哺乳动物,改良...",501,加拿大,869,千克,83,只,65800
1062090,未列名爬行动物,118,科威特,105,千克,10500,只,6840
1062090,未列名爬行动物,307,意大利,88,千克,13400,只,24228
2044300,冻去骨绵羊肉,138,阿联酋,13000,千克,0,—,145700
2071411,带骨的冻鸡块,124,蒙古,937210,千克,0,—,1862965
2071411,带骨的冻鸡块,127,巴基斯坦,53000,千克,0,—,78590
2071419,其他冻鸡块,124,蒙古,1228692,千克,0,—,2297037
2071419,其他冻鸡块,137,土耳其,27000,千克,0,—,58590
2071419,其他冻鸡块,138,阿联酋,27000,千克,0,—,62190
2071419,其他冻鸡块,220,加纳,27000,千克,0,—,48250
2071419,其他冻鸡块,359,黑山,112020,千克,0,—,215648
2071421,冻鸡翼（不包括翼尖）,124,蒙古,92200,千克,0,—,176379
2071429,其他冻鸡杂碎,127,巴基斯坦,27600,千克,0,—,20420
2074200,整只冻鸭,123,马尔代夫,26600,千克,0,—,37220
2081020,冻兔肉，不包括兔头,301,比利时,100000,千克,0,—,491698
2081020,冻兔肉，不包括兔头,305,法国,53400,千克,0,—,222071
2081020,冻兔肉，不包括兔头,309,荷兰,24000,千克,0,—,101655
3011100,淡水观赏鱼,129,菲律宾,300,千克,0,—,11700
3011100,淡水观赏鱼,138,阿联酋,121,千克,0,—,1864
3011100,淡水观赏鱼,309,荷兰,240,千克,0,—,9480
3019999,其他活鱼,501,加拿大,416,千克,0,—,8560
3028910,鲜或冷的带鱼,501,加拿大,54,千克,0,—,1296
3028920,鲜或冷的黄鱼,501,加拿大,1716,千克,0,—,28829
3028990,其他鲜或冷的鱼,501,加拿大,992,千克,0,—,9270
3032300,冻罗非鱼,129,菲律宾,18000,千克,0,—,21807
3032300,冻罗非鱼,138,阿联酋,43360,千克,0,—,63800
3032300,冻罗非鱼,203,贝宁,96200,千克,0,—,158834
3032300,冻罗非鱼,209,中非,59990,千克,0,—,131272
3032300,冻罗非鱼,220,加纳,776700,千克,0,—,2328120
3032300,冻罗非鱼,224,肯尼亚,68500,千克,0,—,183713
3032300,冻罗非鱼,233,莫桑比克,23400,千克,0,—,29448
3032300,冻罗非鱼,244,南非,262600,千克,0,—,366167
3032300,冻罗非鱼,252,刚果民主共和国,145600,千克,0,—,205274
3032300,冻罗非鱼,301,比利时,42115,千克,0,—,96696
3032300,冻罗非鱼,305,法国,151360,千克,0,—,316937
3032300,冻罗非鱼,309,荷兰,84880,千克,0,—,153394
3032300,冻罗非鱼,312,西班牙,9000,千克,0,—,18302
3032300,冻罗非鱼,429,墨西哥,38765,千克,0,—,129360
3032300,冻罗非鱼,501,加拿大,54146,千克,0,—,116735
3034200,冻黄鳍金枪鱼,129,菲律宾,12320,千克,0,—,129360
3034200,冻黄鳍金枪鱼,312,西班牙,150000,千克,0,—,292500
3034300,冻鲣,129,菲律宾,1645599,千克,0,—,5130885
3035100,冻鲱鱼,203,贝宁,54000,千克,0,—,43740
3035300,冻的沙丁鱼、小沙丁鱼...,129,菲律宾,126450,千克,0,—,284513
3035300,冻的沙丁鱼、小沙丁鱼...,617,萨摩亚,79000,千克,0,—,136050
3035300,冻的沙丁鱼、小沙丁鱼...,621,马绍尔群岛,78000,千克,0,—,132600
3035400,冻鲭鱼,129,菲律宾,7336977,千克,0,—,16665684
3035400,冻鲭鱼,138,阿联酋,24640,千克,0,—,18797
3035400,冻鲭鱼,203,贝宁,195000,千克,0,—,311460
3035400,冻鲭鱼,220,加纳,1007241,千克,0,—,2094842
3035400,冻鲭鱼,224,肯尼亚,405000,千克,0,—,524610
3035400,冻鲭鱼,233,莫桑比克,108000,千克,0,—,131900
3035400,冻鲭鱼,252,刚果民主共和国,18000,千克,0,—,40500
3035400,冻鲭鱼,312,西班牙,16150,千克,0,—,23440
3035400,冻鲭鱼,501,加拿大,20010,千克,0,—,43622
3035910,冻银鲳(鲳属),138,阿联酋,25000,千克,0,—,472500
3035910,冻银鲳(鲳属),501,加拿大,990,千克,0,—,19800
3035990,冻鳀鱼(鳀属）、冻印...,129,菲律宾,5460940,千克,0,—,11901238
3035990,冻鳀鱼(鳀属）、冻印...,252,刚果民主共和国,60600,千克,0,—,123075
3035990,冻鳀鱼(鳀属）、冻印...,501,加拿大,7870,千克,0,—,49152
3038100,冻角鲨及其他鲨鱼,410,巴西,14300,千克,0,—,141570
3038910,冻带鱼,307,意大利,9060,千克,0,—,48604
3038910,冻带鱼,501,加拿大,10512,千克,0,—,101167
3038920,冻黄鱼,307,意大利,5642,千克,0,—,26075
3038920,冻黄鱼,501,加拿大,13560,千克,0,—,141729
3038930,冻鲳鱼(银鲳除外),129,菲律宾,257400,千克,0,—,3822908
3038930,冻鲳鱼(银鲳除外),209,中非,26000,千克,0,—,52000
3038930,冻鲳鱼(银鲳除外),307,意大利,8870,千克,0,—,49863
3038990,未列名冻鱼,129,菲律宾,1558986,千克,0,—,11183486
3038990,未列名冻鱼,252,刚果民主共和国,232950,千克,0,—,1076800
3038990,未列名冻鱼,301,比利时,54802,千克,0,—,146258
3038990,未列名冻鱼,305,法国,34424,千克,0,—,90341
3038990,未列名冻鱼,307,意大利,88998,千克,0,—,402801
3038990,未列名冻鱼,309,荷兰,45200,千克,0,—,141333
3038990,未列名冻鱼,312,西班牙,6440,千克,0,—,46896
3038990,未列名冻鱼,501,加拿大,286473,千克,0,—,1264440
3038990,未列名冻鱼,699,大洋洲其他国家(地区),29964,千克,0,—,108413
3039900,其他冻的可食用鱼杂碎,129,菲律宾,16880,千克,0,—,173960
3039900,其他冻的可食用鱼杂碎,312,西班牙,126000,千克,0,—,138600
3039900,其他冻的可食用鱼杂碎,501,加拿大,52000,千克,0,—,88678
3046100,冻罗非鱼鱼片,118,科威特,12960,千克,0,—,60508
3046100,冻罗非鱼鱼片,124,蒙古,16000,千克,0,—,53878
3046100,冻罗非鱼鱼片,138,阿联酋,5240,千克,0,—,21903
3046100,冻罗非鱼鱼片,301,比利时,17776,千克,0,—,79710
3046100,冻罗非鱼鱼片,305,法国,5280,千克,0,—,25923
3046100,冻罗非鱼鱼片,307,意大利,62400,千克,0,—,245208
3046100,冻罗非鱼鱼片,309,荷兰,323943,千克,0,—,1140721
3046100,冻罗非鱼鱼片,312,西班牙,346586,千克,0,—,1198955
