商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,"其他牛,改良种用除外",121,中国澳门,104680,千克,148,头,584750
1039200,"其他猪,重量≥50k...",121,中国澳门,805250,千克,7810,头,4825511
1061990,"未列名哺乳动物,改良...",103,孟加拉国,16,千克,2,只,200
1061990,"未列名哺乳动物,改良...",302,丹麦,1,千克,33,只,93
1061990,"未列名哺乳动物,改良...",331,瑞士,0,千克,27,只,8421
2031200,鲜或冷的带骨猪前腿、...,121,中国澳门,550,千克,0,—,4968
2031900,其他鲜或冷的猪肉,121,中国澳门,48644,千克,0,—,438415
2032900,其他冻猪肉,121,中国澳门,52000,千克,0,—,399345
2071100,"整只鸡,鲜或冷的",121,中国澳门,662736,千克,0,—,2518074
2071200,"整只鸡,冻的",121,中国澳门,57050,千克,0,—,226380
2071311,鲜或冷的带骨鸡块,121,中国澳门,17890,千克,0,—,67022
2071329,鲜或冷的其他鸡杂碎,121,中国澳门,4316,千克,0,—,14427
2071411,带骨的冻鸡块,101,阿富汗,23240,千克,0,—,27282
2071411,带骨的冻鸡块,121,中国澳门,78447,千克,0,—,92820
2071419,其他冻鸡块,101,阿富汗,405000,千克,0,—,594325
2071419,其他冻鸡块,107,柬埔寨,371000,千克,0,—,546603
2071419,其他冻鸡块,121,中国澳门,180810,千克,0,—,310629
2071421,冻鸡翼（不包括翼尖）,121,中国澳门,1500,千克,0,—,7923
2071429,其他冻鸡杂碎,101,阿富汗,54000,千克,0,—,31880
2074100,鲜或冷的整只鸭,121,中国澳门,110069,千克,0,—,307337
2074200,整只冻鸭,101,阿富汗,39880,千克,0,—,57368
2074200,整只冻鸭,107,柬埔寨,70835,千克,0,—,108887
2074200,整只冻鸭,121,中国澳门,14564,千克,0,—,28701
2074300,鲜或冷的鸭肥肝,107,柬埔寨,72000,千克,0,—,44604
2074400,鲜或冷的鸭块及杂碎,121,中国澳门,906,千克,0,—,2735
2074500,冻的鸭块及杂碎,121,中国澳门,150,千克,0,—,503
2074500,冻的鸭块及杂碎,146,吉尔吉斯斯坦,407992,千克,0,—,587887
2075100,鲜或冷的整只鹅,121,中国澳门,36369,千克,0,—,221521
