商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,"其他牛,改良种用除外",121,中国澳门,111250,千克,160,头,551668
1039200,"其他猪,重量≥50k...",121,中国澳门,932730,千克,9038,头,2808131
1059490,"其他鸡,改良种用除外...",121,中国澳门,467485,千克,228127,只,1303793
1061990,"未列名哺乳动物,改良...",106,缅甸,4,千克,1,只,100
1062020,食用爬行动物,121,中国澳门,1239,千克,1239,只,7987
1062090,未列名爬行动物,347,乌克兰,78,千克,5200,只,1040
1063921,食用乳鸽,121,中国澳门,19360,千克,33295,只,101237
1069090,"其他活动物,改良种用...",121,中国澳门,8400,千克,42000,只,5404
2031900,其他鲜或冷的猪肉,121,中国澳门,69776,千克,0,—,347938
2032900,其他冻猪肉,121,中国澳门,107900,千克,0,—,557378
2044300,冻去骨绵羊肉,115,以色列,2000,千克,0,—,15299
2071100,"整只鸡,鲜或冷的",121,中国澳门,372746,千克,0,—,1163304
2071200,"整只鸡,冻的",121,中国澳门,60805,千克,0,—,178781
2071311,鲜或冷的带骨鸡块,121,中国澳门,5977,千克,0,—,18173
2071329,鲜或冷的其他鸡杂碎,121,中国澳门,2985,千克,0,—,10001
2071411,带骨的冻鸡块,121,中国澳门,20850,千克,0,—,27932
2071411,带骨的冻鸡块,449,博纳尔圣俄斯塔休斯和萨巴,27000,千克,0,—,32630
2071419,其他冻鸡块,101,阿富汗,261000,千克,0,—,422004
2071419,其他冻鸡块,114,伊拉克,245000,千克,0,—,416821
2071419,其他冻鸡块,121,中国澳门,58510,千克,0,—,114185
2071419,其他冻鸡块,449,博纳尔圣俄斯塔休斯和萨巴,54000,千克,0,—,86930
2074100,鲜或冷的整只鸭,121,中国澳门,179646,千克,0,—,482746
2074200,整只冻鸭,121,中国澳门,42217,千克,0,—,116493
2074500,冻的鸭块及杂碎,121,中国澳门,1180,千克,0,—,3933
2075100,鲜或冷的整只鹅,121,中国澳门,31624,千克,0,—,160409
2075200,整只冻鹅,121,中国澳门,3781,千克,0,—,18530
2081020,"冻兔肉,不包括兔头",352,捷克,49000,千克,0,—,189664
2089010,鲜、冷、冻的乳鸽肉及...,121,中国澳门,23916,千克,0,—,110883
3011100,淡水观赏鱼,134,斯里兰卡,60,千克,0,—,4400
3011100,淡水观赏鱼,201,阿尔及利亚,70,千克,0,—,1237
3011100,淡水观赏鱼,331,瑞士,60,千克,0,—,1600
3011100,淡水观赏鱼,347,乌克兰,1,千克,0,—,413
3011100,淡水观赏鱼,434,秘鲁,66,千克,0,—,567
3019390,"其他活鲤科鱼, 鱼苗...",121,中国澳门,182914,千克,0,—,644201
3019991,活罗非鱼,121,中国澳门,15066,千克,0,—,35531
3019993,其他活鲤科鱼,121,中国澳门,157419,千克,0,—,561639
3019999,其他活鱼,121,中国澳门,115594,千克,0,—,269648
3027300,鲜或冷的鲤科鱼,121,中国澳门,1526,千克,0,—,2199
3028920,鲜或冷的黄鱼,121,中国澳门,2100,千克,0,—,24150
3028990,其他鲜或冷的鱼,121,中国澳门,157324,千克,0,—,293024
3032300,冻罗非鱼,117,约旦,24000,千克,0,—,51400
3032300,冻罗非鱼,131,沙特阿拉伯,24000,千克,0,—,25680
3032300,冻罗非鱼,134,斯里兰卡,10660,千克,0,—,34112
3032300,冻罗非鱼,229,马里,44610,千克,0,—,72010
3032300,冻罗非鱼,251,布基纳法索,210400,千克,0,—,684880
3032300,冻罗非鱼,253,赞比亚,152740,千克,0,—,360928
3032300,冻罗非鱼,330,瑞典,22000,千克,0,—,32340
3032300,冻罗非鱼,347,乌克兰,2000,千克,0,—,3111
3034900,其他冻金枪鱼,134,斯里兰卡,1000,千克,0,—,3682
3035300,冻的沙丁鱼、小沙丁鱼...,115,以色列,2535,千克,0,—,4766
3035300,冻的沙丁鱼、小沙丁鱼...,432,巴拿马,49400,千克,0,—,90896
3035300,冻的沙丁鱼、小沙丁鱼...,603,斐济,1331900,千克,0,—,2197141
3035300,冻的沙丁鱼、小沙丁鱼...,609,新西兰,25000,千克,0,—,32500
3035300,冻的沙丁鱼、小沙丁鱼...,613,所罗门群岛,180000,千克,0,—,274000
3035400,冻鲭鱼,115,以色列,4065,千克,0,—,8943
3035400,冻鲭鱼,134,斯里兰卡,302990,千克,0,—,568421
3035400,冻鲭鱼,144,东帝汶,184000,千克,0,—,327650
3035400,冻鲭鱼,215,埃及,1126500,千克,0,—,2042176
3035400,冻鲭鱼,232,摩洛哥,537210,千克,0,—,993839
3035400,冻鲭鱼,238,卢旺达,54000,千克,0,—,97200
3035400,冻鲭鱼,247,坦桑尼亚,832515,千克,0,—,1386811
3035400,冻鲭鱼,251,布基纳法索,2196400,千克,0,—,2753360
3035400,冻鲭鱼,347,乌克兰,106000,千克,0,—,87760
3035400,冻鲭鱼,603,斐济,53000,千克,0,—,96200
3035700,冻剑鱼,311,葡萄牙,51000,千克,0,—,204000
3035900,冻的鳀鱼、印度鲭、马...,603,斐济,147537,千克,0,—,175234
3038990,未列名冻鱼,134,斯里兰卡,183500,千克,0,—,1605188
3038990,未列名冻鱼,302,丹麦,2400,千克,0,—,10680
3038990,未列名冻鱼,311,葡萄牙,54640,千克,0,—,122203
3038990,未列名冻鱼,347,乌克兰,79650,千克,0,—,143370
3038990,未列名冻鱼,432,巴拿马,108000,千克,0,—,216000
3038990,未列名冻鱼,603,斐济,209200,千克,0,—,359670
3038990,未列名冻鱼,611,巴布亚新几内亚,11550,千克,0,—,23100
3043900,鲜或冷的鲤科鱼、鳗鱼...,121,中国澳门,16714,千克,0,—,56888
3045100,鲜或冷的罗非鱼、鲶鱼...,121,中国澳门,28350,千克,0,—,128177
3046100,冻罗非鱼鱼片,115,以色列,170600,千克,0,—,541936
3046100,冻罗非鱼鱼片,347,乌克兰,21000,千克,0,—,68839
3046100,冻罗非鱼鱼片,426,洪都拉斯,42000,千克,0,—,91606
3046100,冻罗非鱼鱼片,434,秘鲁,35240,千克,0,—,123794
3046300,冻尼罗河鲈鱼鱼片,115,以色列,38080,千克,0,—,437920
3047100,冻鳕鱼鱼片,302,丹麦,1800,千克,0,—,7740
3047100,冻鳕鱼鱼片,330,瑞典,18000,千克,0,—,106350
