商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,其他牛，改良种用除外,121,中国澳门,89860,千克,122,头,538289
1039200,其他猪，重量≥50k...,121,中国澳门,1807826,千克,16905,头,7591441
1061990,"未列名哺乳动物,改良...",106,缅甸,3,千克,2,只,300
1061990,"未列名哺乳动物,改良...",107,柬埔寨,4,千克,1,只,100
1061990,"未列名哺乳动物,改良...",121,中国澳门,18,千克,578,只,13995
1061990,"未列名哺乳动物,改良...",131,沙特阿拉伯,0,千克,8,只,240
1061990,"未列名哺乳动物,改良...",247,坦桑尼亚,1,千克,1,只,300
1061990,"未列名哺乳动物,改良...",302,丹麦,3,千克,182,只,67004
1062020,食用爬行动物,121,中国澳门,2485,千克,2470,只,16153
1069090,"其他活动物,改良种用...",121,中国澳门,61000,千克,61000,只,11685
2031900,其他鲜或冷的猪肉,121,中国澳门,38780,千克,0,—,223385
2032900,其他冻猪肉,121,中国澳门,36500,千克,0,—,197004
2044100,冻整头及半头绵羊肉,121,中国澳门,1810,千克,0,—,29193
2044200,冻带骨绵羊肉,121,中国澳门,2500,千克,0,—,34818
2044300,冻去骨绵羊肉,121,中国澳门,500,千克,0,—,7232
2069000,其他冻杂碎（牛、猪杂...,146,吉尔吉斯斯坦,25000,千克,0,—,62500
2071100,整只鸡，鲜或冷的,121,中国澳门,666584,千克,0,—,2585277
2071200,整只鸡，冻的,121,中国澳门,38811,千克,0,—,145954
2071311,鲜或冷的带骨鸡块,121,中国澳门,21721,千克,0,—,88645
2071319,鲜或冷的其他鸡块,121,中国澳门,325,千克,0,—,1229
2071329,鲜或冷的其他鸡杂碎,121,中国澳门,7595,千克,0,—,29191
2071411,带骨的冻鸡块,101,阿富汗,137600,千克,0,—,174230
2071411,带骨的冻鸡块,121,中国澳门,98850,千克,0,—,165163
2071419,其他冻鸡块,101,阿富汗,387664,千克,0,—,635279
2071419,其他冻鸡块,107,柬埔寨,192000,千克,0,—,187080
2071419,其他冻鸡块,114,伊拉克,108000,千克,0,—,185580
2071419,其他冻鸡块,121,中国澳门,332636,千克,0,—,688792
2071419,其他冻鸡块,146,吉尔吉斯斯坦,895080,千克,0,—,1899227
2071419,其他冻鸡块,611,巴布亚新几内亚,385860,千克,0,—,335383
2071421,冻鸡翼（不包括翼尖）,121,中国澳门,4020,千克,0,—,11835
2071429,其他冻鸡杂碎,101,阿富汗,168040,千克,0,—,142340
2071429,其他冻鸡杂碎,107,柬埔寨,122650,千克,0,—,87341
2071429,其他冻鸡杂碎,121,中国澳门,4140,千克,0,—,2690
2074100,鲜或冷的整只鸭,121,中国澳门,115518,千克,0,—,300932
2074200,整只冻鸭,101,阿富汗,103544,千克,0,—,182876
2074200,整只冻鸭,106,缅甸,30360,千克,0,—,47462
2074200,整只冻鸭,107,柬埔寨,1088868,千克,0,—,1712661
2074200,整只冻鸭,121,中国澳门,36840,千克,0,—,92008
2074300,鲜或冷的鸭肥肝,107,柬埔寨,48000,千克,0,—,23810
2074400,鲜或冷的鸭块及杂碎,121,中国澳门,4106,千克,0,—,10943
2074500,冻的鸭块及杂碎,101,阿富汗,23988,千克,0,—,42575
2074500,冻的鸭块及杂碎,107,柬埔寨,16000,千克,0,—,31480
2074500,冻的鸭块及杂碎,121,中国澳门,215,千克,0,—,578
2074500,冻的鸭块及杂碎,146,吉尔吉斯斯坦,52000,千克,0,—,82160
2075100,鲜或冷的整只鹅,121,中国澳门,25988,千克,0,—,164997
2075200,整只冻鹅,121,中国澳门,900,千克,0,—,4891
2075400,鲜或冷的鹅块及杂碎,121,中国澳门,2907,千克,0,—,19350
2081020,冻兔肉，不包括兔头,352,捷克,48300,千克,0,—,260412
2089010,鲜、冷、冻的乳鸽肉及...,121,中国澳门,39403,千克,0,—,292699
2089090,其他鲜、冷、冻的肉及...,121,中国澳门,2475,千克,0,—,22179
2101200,干、熏、盐腌或盐渍猪...,121,中国澳门,2415,千克,0,—,19186
2101900,其他干、熏、盐腌或盐...,121,中国澳门,900,千克,0,—,12853
2109900,其他干、熏、盐腌或盐...,121,中国澳门,2161,千克,0,—,7868
3019290,其他活鳗鱼，鱼苗除外,121,中国澳门,6,千克,0,—,102
3019390,"其他活鲤科鱼, 鱼苗...",121,中国澳门,301939,千克,0,—,1087947
3019919,其他鱼苗,107,柬埔寨,35,千克,0,—,1155
3019991,活罗非鱼,121,中国澳门,14620,千克,0,—,34924
3019993,其他活鲤科鱼,121,中国澳门,53572,千克,0,—,203454
3019999,其他活鱼,121,中国澳门,284731,千克,0,—,465945
3027100,鲜或冷的罗非鱼,121,中国澳门,1001,千克,0,—,3427
3027300,鲜或冷的鲤科鱼,121,中国澳门,10556,千克,0,—,23577
3028990,其他鲜或冷的鱼,121,中国澳门,374280,千克,0,—,616150
3029900,其他鲜或冷的可食用鱼...,121,中国澳门,25,千克,0,—,35
3032300,冻罗非鱼,117,约旦,19312,千克,0,—,25168
3032300,冻罗非鱼,130,卡塔尔,26000,千克,0,—,29720
3032300,冻罗非鱼,216,赤道几内亚,16688,千克,0,—,25557
3032300,冻罗非鱼,229,马里,1416722,千克,0,—,2362389
3032300,冻罗非鱼,236,尼日利亚,52000,千克,0,—,99840
3032300,冻罗非鱼,238,卢旺达,567600,千克,0,—,1016583
3032300,冻罗非鱼,246,苏丹,19110,千克,0,—,40513
3032300,冻罗非鱼,251,布基纳法索,1173490,千克,0,—,2493570
3032300,冻罗非鱼,302,丹麦,18000,千克,0,—,29151
3032300,冻罗非鱼,311,葡萄牙,39450,千克,0,—,55012
3032300,冻罗非鱼,330,瑞典,23000,千克,0,—,29810
3032400,冻鲶鱼,347,乌克兰,26890,千克,0,—,180163
3035300,冻的沙丁鱼、小沙丁鱼...,603,斐济,79800,千克,0,—,155610
3035300,冻的沙丁鱼、小沙丁鱼...,609,新西兰,25000,千克,0,—,37500
3035300,冻的沙丁鱼、小沙丁鱼...,613,所罗门群岛,102600,千克,0,—,200070
3035300,冻的沙丁鱼、小沙丁鱼...,620,密克罗尼西亚联邦,104000,千克,0,—,156000
3035400,冻鲭鱼,130,卡塔尔,27000,千克,0,—,55350
3035400,冻鲭鱼,134,斯里兰卡,83985,千克,0,—,159572
3035400,冻鲭鱼,144,东帝汶,206400,千克,0,—,471415
3035400,冻鲭鱼,238,卢旺达,53220,千克,0,—,119709
3035400,冻鲭鱼,434,秘鲁,50000,千克,0,—,95000
3035400,冻鲭鱼,603,斐济,27300,千克,0,—,40950
3035400,冻鲭鱼,608,瓦努阿图,54000,千克,0,—,102600
3035400,冻鲭鱼,611,巴布亚新几内亚,14858,千克,0,—,20332
3035910,冻银鲳(鲳属),114,伊拉克,25000,千克,0,—,408500
3035990,冻鳀鱼(鳀属）、冻印...,603,斐济,212600,千克,0,—,468436
3038910,冻带鱼,311,葡萄牙,5800,千克,0,—,52440
3038920,冻黄鱼,311,葡萄牙,11700,千克,0,—,111150
