商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,"其他牛,改良种用除外",110,中国香港,856130,千克,1427,头,4538910
1039120,"其他猪,10kg≤重...",110,中国香港,51575,千克,1075,头,238890
1039200,"其他猪,重量≥50k...",110,中国香港,14283010,千克,126979,头,31232539
1042090,"其他山羊,改良种用除...",110,中国香港,3260,千克,110,头,25236
1051190,"其他鸡,改良种用除外...",110,中国香港,8992,千克,198941,只,81964
1061190,"其他灵长目动物,改良...",116,日本,218,千克,78,只,176300
1061190,"其他灵长目动物,改良...",133,韩国,75,千克,18,只,44389
1061190,"其他灵长目动物,改良...",502,美国,3969,千克,1236,只,2535440
1061490,"其他家兔及野兔,改良...",132,新加坡,148,千克,54,只,15309
1061490,"其他家兔及野兔,改良...",133,韩国,871,千克,360,只,34807
1061990,"未列名哺乳动物,改良...",110,中国香港,61,千克,606,只,53848
1061990,"未列名哺乳动物,改良...",116,日本,437,千克,347,只,60723
1061990,"未列名哺乳动物,改良...",122,马来西亚,86,千克,19,只,2000
1061990,"未列名哺乳动物,改良...",132,新加坡,50,千克,16,只,2420
1061990,"未列名哺乳动物,改良...",133,韩国,1257,千克,1392,只,123985
1061990,"未列名哺乳动物,改良...",136,泰国,745,千克,74,只,7480
1061990,"未列名哺乳动物,改良...",303,英国,30,千克,1,只,100
1061990,"未列名哺乳动物,改良...",502,美国,47,千克,686,只,16874
1062020,食用爬行动物,116,日本,500,千克,570,只,6748
1062020,食用爬行动物,132,新加坡,500,千克,750,只,5300
1062020,食用爬行动物,133,韩国,3000,千克,4200,只,41400
1062020,食用爬行动物,141,越南,30285,千克,14127,只,337595
1062020,食用爬行动物,304,德国,17,千克,3000,只,8546
1062090,未列名爬行动物,110,中国香港,32,千克,4750,只,12313
1062090,未列名爬行动物,112,印度尼西亚,675,千克,33750,只,5738
1062090,未列名爬行动物,116,日本,90,千克,3,只,30780
1062090,未列名爬行动物,143,中国台湾,108,千克,19680,只,10750
1062090,未列名爬行动物,304,德国,131,千克,22324,只,37650
1062090,未列名爬行动物,344,俄罗斯,560,千克,56000,只,8400
1062090,未列名爬行动物,502,美国,267,千克,1150,只,1127
1063910,其他改良种用鸟,136,泰国,74,千克,147,只,1470
1064990,"其他昆虫,改良种用除...",110,中国香港,1020,千克,1020000,只,3060
1069090,"其他活动物,改良种用...",116,日本,976,千克,2928000,只,12200
2031200,鲜或冷的带骨猪前腿、...,110,中国香港,196397,千克,0,—,757690
2031900,其他鲜或冷的猪肉,110,中国香港,295268,千克,0,—,1083557
2032110,冻整头及半头乳猪肉,110,中国香港,2748,千克,0,—,19263
2032110,冻整头及半头乳猪肉,132,新加坡,48840,千克,0,—,557300
2032190,其他冻整头及半头猪肉,110,中国香港,23700,千克,0,—,101209
2032200,冻带骨猪前腿、猪后腿...,110,中国香港,509,千克,0,—,10182
2032900,其他冻猪肉,110,中国香港,2414370,千克,0,—,11320547
2032900,其他冻猪肉,122,马来西亚,25000,千克,0,—,74150
2032900,其他冻猪肉,242,塞拉利昂,9000,千克,0,—,24169
2044200,冻带骨绵羊肉,110,中国香港,66920,千克,0,—,747249
2044300,冻去骨绵羊肉,110,中国香港,50379,千克,0,—,524072
2045000,山羊肉,110,中国香港,19000,千克,0,—,191148
2050000,鲜、冷、冻的马、驴、...,116,日本,7603,千克,0,—,118585
2062900,其他冻牛杂碎,110,中国香港,10000,千克,0,—,6538
2069000,其他冻杂碎（牛、猪杂...,116,日本,370,千克,0,—,7714
2071100,"整只鸡,鲜或冷的",110,中国香港,4571214,千克,0,—,14677399
2071200,"整只鸡,冻的",110,中国香港,224020,千克,0,—,718432
2071311,鲜或冷的带骨鸡块,110,中国香港,94661,千克,0,—,392666
2071329,鲜或冷的其他鸡杂碎,110,中国香港,12120,千克,0,—,42618
2071411,带骨的冻鸡块,110,中国香港,1148024,千克,0,—,1996576
2071419,其他冻鸡块,102,巴林,820600,千克,0,—,1444957
2071419,其他冻鸡块,110,中国香港,4262957,千克,0,—,9243193
2071419,其他冻鸡块,122,马来西亚,1268096,千克,0,—,3599164
2071419,其他冻鸡块,337,格鲁吉亚(2023年起停用),266016,千克,0,—,471435
2071421,冻鸡翼（不包括翼尖）,110,中国香港,96560,千克,0,—,491214
2071429,其他冻鸡杂碎,110,中国香港,21540,千克,0,—,74552
2074100,鲜或冷的整只鸭,110,中国香港,1462284,千克,0,—,3341987
2074200,整只冻鸭,110,中国香港,229081,千克,0,—,523488
2074200,整只冻鸭,202,安哥拉,12216,千克,0,—,21984
2074400,鲜或冷的鸭块及杂碎,110,中国香港,13350,千克,0,—,29419
2074500,冻的鸭块及杂碎,102,巴林,41690,千克,0,—,67339
2074500,冻的鸭块及杂碎,110,中国香港,117471,千克,0,—,189746
2074500,冻的鸭块及杂碎,202,安哥拉,11894,千克,0,—,26162
2075100,鲜或冷的整只鹅,110,中国香港,921970,千克,0,—,3873126
2075400,鲜或冷的鹅块及杂碎,110,中国香港,4266,千克,0,—,4912
2081020,"冻兔肉,不包括兔头",304,德国,193016,千克,0,—,833020
2081020,"冻兔肉,不包括兔头",344,俄罗斯,100000,千克,0,—,353400
2081020,"冻兔肉,不包括兔头",502,美国,95250,千克,0,—,364125
2089010,鲜、冷、冻的乳鸽肉及...,110,中国香港,396999,千克,0,—,1515025
2101110,干、熏、盐腌或盐渍带...,110,中国香港,6000,千克,0,—,37736
2101200,干、熏、盐腌或盐渍猪...,110,中国香港,180,千克,0,—,1147
2101900,其他干、熏、盐腌或盐...,110,中国香港,1652,千克,0,—,16144
2109900,其他干、熏、盐腌或盐...,110,中国香港,11868,千克,0,—,40033
2109900,其他干、熏、盐腌或盐...,601,澳大利亚,2000,千克,0,—,72260
3011100,淡水观赏鱼,110,中国香港,24890,千克,0,—,29125
3011100,淡水观赏鱼,112,印度尼西亚,24,千克,0,—,510
3011100,淡水观赏鱼,116,日本,210,千克,0,—,5260
3011100,淡水观赏鱼,122,马来西亚,1994,千克,0,—,15027
3011100,淡水观赏鱼,132,新加坡,933,千克,0,—,23501
3011100,淡水观赏鱼,133,韩国,478,千克,0,—,18239
3011100,淡水观赏鱼,136,泰国,817,千克,0,—,7653
3011100,淡水观赏鱼,143,中国台湾,1724,千克,0,—,7880
3011100,淡水观赏鱼,145,哈萨克斯坦,46,千克,0,—,602
3011100,淡水观赏鱼,344,俄罗斯,202,千克,0,—,11471
3011100,淡水观赏鱼,502,美国,4156,千克,0,—,68425
3011100,淡水观赏鱼,601,澳大利亚,287,千克,0,—,12227
3019290,"其他活鳗鱼,鱼苗除外",110,中国香港,59400,千克,0,—,1518670
3019290,"其他活鳗鱼,鱼苗除外",116,日本,550710,千克,0,—,17878133
3019290,"其他活鳗鱼,鱼苗除外",132,新加坡,1500,千克,0,—,48932
3019290,"其他活鳗鱼,鱼苗除外",133,韩国,59277,千克,0,—,966292
3019290,"其他活鳗鱼,鱼苗除外",141,越南,54994,千克,0,—,615829
3019390,"其他活鲤科鱼, 鱼苗...",110,中国香港,2248766,千克,0,—,7914422
3019390,"其他活鲤科鱼, 鱼苗...",133,韩国,194300,千克,0,—,578292
3019390,"其他活鲤科鱼, 鱼苗...",141,越南,34000,千克,0,—,174919
3019911,鲈鱼苗,133,韩国,5000,千克,0,—,154000
3019919,其他鱼苗,116,日本,375625,千克,0,—,5453502
3019919,其他鱼苗,122,马来西亚,904,千克,0,—,20222
3019919,其他鱼苗,132,新加坡,56,千克,0,—,13937
3019991,活罗非鱼,110,中国香港,77935,千克,0,—,210128
3019992,活鲀,133,韩国,9200,千克,0,—,143020
3019993,其他活鲤科鱼,110,中国香港,704075,千克,0,—,2458848
3019993,其他活鲤科鱼,133,韩国,172000,千克,0,—,547187
3019999,其他活鱼,110,中国香港,400094,千克,0,—,3752792
3019999,其他活鱼,116,日本,9600,千克,0,—,105471
3019999,其他活鱼,122,马来西亚,7986,千克,0,—,102622
3019999,其他活鱼,132,新加坡,4171,千克,0,—,63194
3019999,其他活鱼,133,韩国,1905292,千克,0,—,12744993
3019999,其他活鱼,141,越南,267790,千克,0,—,1057279
3019999,其他活鱼,143,中国台湾,4634,千克,0,—,21550
3022300,鲜或冷的鳎鱼,110,中国香港,39501,千克,0,—,117206
3022900,其他鲜或冷的比目鱼,502,美国,80,千克,0,—,1520
3024900,鲜或冷的印度鲭、马鲛...,110,中国香港,21800,千克,0,—,202830
3027300,鲜或冷的鲤科鱼,110,中国香港,980,千克,0,—,3747
3027400,鲜或冷的鳗鱼,110,中国香港,25779,千克,0,—,147851
3028200,鲜或冷的魟鱼及鳐鱼,133,韩国,24000,千克,0,—,121064
3028910,鲜或冷的带鱼,110,中国香港,2780,千克,0,—,18424
3028920,鲜或冷的黄鱼,110,中国香港,24500,千克,0,—,208173
3028920,鲜或冷的黄鱼,116,日本,1141,千克,0,—,6271
3028920,鲜或冷的黄鱼,132,新加坡,23920,千克,0,—,220292
3028920,鲜或冷的黄鱼,143,中国台湾,426000,千克,0,—,3165600
3028930,鲜或冷的鲳鱼,110,中国香港,76185,千克,0,—,468531
3028990,其他鲜或冷的鱼,110,中国香港,634975,千克,0,—,3315776
3028990,其他鲜或冷的鱼,116,日本,856,千克,0,—,9399
3028990,其他鲜或冷的鱼,143,中国台湾,11112,千克,0,—,26469
3028990,其他鲜或冷的鱼,502,美国,3613,千克,0,—,41188
3029100,鲜或冷的鱼肝、鱼卵及...,133,韩国,2,千克,0,—,2477
3031100,冻红大麻哈鱼,116,日本,51459,千克,0,—,430217
3031200,其他冻大麻哈鱼,116,日本,24775,千克,0,—,228305
3031300,冻大西洋鲑鱼及多瑙哲...,110,中国香港,21609,千克,0,—,193505
3031400,冻鳟鱼,344,俄罗斯,21057,千克,0,—,131405
3032300,冻罗非鱼,110,中国香港,1180,千克,0,—,2010
3032300,冻罗非鱼,133,韩国,7246,千克,0,—,19950
3032300,冻罗非鱼,202,安哥拉,240263,千克,0,—,539682
3032300,冻罗非鱼,206,喀麦隆,623065,千克,0,—,1389921
3032300,冻罗非鱼,218,加蓬,377474,千克,0,—,841606
3032300,冻罗非鱼,223,科特迪瓦,3558800,千克,0,—,9027217
3032300,冻罗非鱼,234,纳米比亚,23400,千克,0,—,53300
3032300,冻罗非鱼,240,塞内加尔,327600,千克,0,—,746200
3032300,冻罗非鱼,243,索马里,66000,千克,0,—,211200
3032300,冻罗非鱼,260,南苏丹,19110,千克,0,—,35927
3032300,冻罗非鱼,303,英国,66532,千克,0,—,153646
3032300,冻罗非鱼,502,美国,1759248,千克,0,—,3068342
3032400,冻鲶鱼,206,喀麦隆,148290,千克,0,—,423191
3032400,冻鲶鱼,221,几内亚,145848,千克,0,—,486728
3032400,冻鲶鱼,240,塞内加尔,25000,千克,0,—,113750
